SITE|STONE|INSCRIPTIO|READING|BIB_REF|PAGES|VALUE
GLEBE|1|1|1|Ziegler/1994|262|list
GLEBE|2|1|1|Macalister/1945|130|read
GLEBE|2|1|1|McManus/1991|66|read
GLEBE|2|1|1|Ziegler/1994|262|list
GLEBE|3|1|1|Macalister/1945|130|read
GLEBE|3|1|1|McManus/1991|66|read
GLEBE|3|1|1|Ziegler/1994|262|list
GLEND|1|1|1|Macalister/1949|81|read
GLEND|1|1|2|Petrie/1878|59--60, Plate XXXII|read
GLEND|2|1|1|Macalister/1949|81--82, Plate XXXVII|read
GLEND|3|1|1|Macalister/1949|82|read
GLEND|3|1|1|Petrie/1878|60|read
GLEND|3|1|2|Petrie/1878|60, Plate XXXIII, Fig. 68|cdisc
GLEND|4|1|1|Macalister/1949|82|read
GLEND|4|1|1|Petrie/1878|60|read
GLEND|5|1|1|Macalister/1949|82|cdisc
GLEND|5|1|2|Petrie/1878|60|read
GLEND|5|2|1|Macalister/1949|82, Plate XXXVII|read
GLEND|5|2|2|Petrie/1878|60|read
GLEND|6|1|1|Macalister/1949|82--83|minor
GLEND|7|1|1|Macalister/1949|83, Plate XLII|read
GLEND|8|1|1|Macalister/1949|83|read
GLEND|9|1|1|Macalister/1949|83--84|cdisc
GLEND|10|1|1|Macalister/1949|84|read
GLEND|11|1|1|Macalister/1949|84|minor
GLEND|12|1|1|Macalister/1949|84--86, Plate XXXVI|sdisc
GLEND|13|1|1|Macalister/1949|86|read
GLEND|13|1|1|Petrie/1878|58|minor
GLEWI|1|1|1|Macalister/1945|67|read
GLEWI|1|1|1|Ziegler/1994|257|list
GLEWI|1|1|2|McManus/1991|66|read
GLEWI|1|2|1|Macalister/1945|67|read
GLEWI|1|2|1|Ziegler/1994|257|list
GLEWI|1|2|2|McManus/1991|66|read
GLEWI|2|1|1|Macalister/1945|68--69|read
GLEWI|2|1|1|Ziegler/1994|257|list
GLEWI|2|1|2|Gippert/Web|64|read
GLEWI|2|1|3|McManus/1991|67|read
GLHAN|1|1|1|Macalister/1945|177|read
GLHAN|1|1|2|Cuppage/etal/1986|204|read
GLINS|1|1|1|Cuppage/etal/1986|255|minor
GLLOG|1|1|1|Macalister/1945|109|read
GLLOG|1|1|1|Power/etal/1997|167--68|minor
GLLOG|1|1|2|McManus/1991|65|read
GLLRS|1|1|1|Cuppage/etal/1986|289|cdisc
GLLRS|1|1|1|Macalister/1949|96|cdisc
GLNMO|1|1|1|Macalister/1945|174|read
GLNMO|1|1|2|Cuppage/etal/1986|255|read
GLNMO|1|1|3|McManus/1991|66|read
GLOON|1|1|1|Macalister/1949|122|read
GLOON|2|1|1|Macalister/1949|122|read
GLSHS|1|1|1|Power/etal/1994|63|minor
GOLPI|1|1|1|Forsyth/1996|307--319|sdisc
GORGH|1|1|1|Cuppage/etal/1986|226|minor
GORGH|1|1|1|Macalister/1945|178|read
GORGH|1|1|2|Cuppage/etal/1986|226|read
GOUR|1|1|1|Macalister/1945|72|read
GOUR|1|1|2|Power/etal/1992|125|read
GOWRN|1|1|1|Macalister/1945|38|read
GOWRN|1|1|2|McManus/1991|66|read
GOWRN|1|1|3|Gippert/Web|Ogham 32|sdisc
GOWRN|1|1|4|Macalister/1897|11|read
GRANG|1|1|1|Macalister/1945|265|read
GRENL|1|1|1|Macalister/1945|62|read
GRENL|1|1|1|Power/etal/1997|168|list
GRENL|1|1|2|MacNeil/1909|361|read
GRENL|1|1|2|McManus/1991|179|read
GRENL|2|1|1|Macalister/1945|62|read
GRENL|2|1|1|Power/etal/1997|168|other
GRISL|1|1|1|Macalister/1945|48|read
GRISL|1|1|2|Ziegler/1994|255|read
GRMGH|1|1|1|Macalister/1945|38|read
GRTMA|1|1|1|Macalister/1945|219|read
GULV1|1|1|1|Macalister/1945|440|read
GULV1|1|1|2|Okasha/1993|111|read
GULV1|1|1|3|Thomas/1994|271|read
GULV2|1|1|1|Okasha/1993|113--115|read
GULV2|1|1|2|Macalister/1945|440|read
GULV2|1|1|3|Langdon/1896|373|read
GURAN|1|1|1|Macalister/1945|247|read
GURAN|1|1|2|McManus/1991|65|read
HAREI|1|1|1|Petrie/1872|45, Fig. 91|read
HAREI|1|1|2|Macalister/1949|80|read
HAYLE|1|1|1|Macalister/1945|457--458|read
HAYLE|1|1|2|Okasha/1993|116--121|read
HAYLE|1|1|3|Thomas/1994|193|read
HENEG|1|1|1|Edwards/1987|114|read
HENEG|1|1|1|Nash-Williams/1950|53|cdisc
HENEG|1|1|1|RCAHMW/1937|civ|read
HENEG|1|1|2|Macalister/1949|128|cdisc
HENEG|1|1|3|Huebner/1876|53|read
HENEG|1|1|4|Westwood/1879|191|read
HENFN|1|1|1|Macalister/1949|139|read
HENFN|1|1|2|Nash-Williams/1950|95|read
HENFN|1|1|3|Rhys/1896|110--111|read
HENLL|1|1|1|Westwood/1871|256, fig 1|read
HENLL|1|1|1|Wilkinson/1871|140--141|read
HENLL|1|1|2|Jackson/1953|140|read
HENLL|1|1|2|Macalister/1922|32|read
HENLL|1|1|2|Macalister/1945|348--349|read
HENLL|1|1|2|Nash-Williams/1950|111|read
HENLL|1|1|2|Rhys/1874|245|read
HENLL|1|1|2|Westwood/1879|97|read
HENLL|1|2|1|Macalister/1922a|32|read
HENLL|1|2|1|Macalister/1945|349|read
HIRWN|1|1|1|RCHAMW/1976|39|read
HLAND|1|1|1|Macalister/1945|50--51|read
HLAND|1|1|2|Gippert/Web|Ogham 46|read
HLAND|1|1|3|McManus/1991|65|read
HTOWN|1|1|1|Macalister/1945|19|minor
ICLTA|1|1|1|Petrie/1878|42|cdisc
ICLTA|1|1|2|Macalister/1916|146|cdisc
ICLTA|1|1|2|Macalister/1949|88|read
ICLTA|2|1|1|Petrie/1878|41|read
ICLTA|2|1|2|Macalister/1916|149 and pl. XVII|read
ICLTA|2|1|2|Macalister/1949|89|read
ICLTA|2|2|1|Macalister/1916|149, pl. XVII|read
ICLTA|2|2|1|Macalister/1949|89, pl. XXXIX|read
ICLTA|3|1|1|Macalister/1916|153|read
ICLTA|3|1|1|Macalister/1949|89|read
ICLTA|4|1|1|Macalister/1916|153|read
ICLTA|4|1|1|Macalister/1949|89|read
ICLTA|5|1|1|Macalister/1916|154|read
ICLTA|5|1|1|Macalister/1949|89|read
ICLTA|6|1|1|Macalister/1916|155, pl. XXI|read
ICLTA|6|1|1|Macalister/1949|89|read
ICLTA|7|1|1|Macalister/1916|155|read
ICLTA|7|1|1|Macalister/1949|89|read
ICLTA|8|1|1|Petrie/1878|44|read
ICLTA|8|1|2|Macalister/1916|156|read
ICLTA|8|1|2|Macalister/1949|90|read
ICLTA|9|1|1|Macalister/1916|156|read
ICLTA|9|1|1|Macalister/1949|90|read
ICLTA|10|1|1|Macalister/1916|157, pl. XXII|read
ICLTA|10|1|1|Macalister/1949|90, pl. XXXIX|read
ICLTA|11|1|1|Macalister/1916|157|read
ICLTA|11|1|1|Macalister/1949|90|read
ICLTA|12|1|1|Macalister/1916|157|read
ICLTA|12|1|2|Macalister/1949|90|read
ICLTA|13|1|1|Petrie/1878|44|read
ICLTA|13|1|2|Macalister/1916|158|read
ICLTA|13|1|2|Macalister/1949|90|other
ICLTA|14|1|1|Petrie/1878|44|read
ICLTA|14|1|2|Macalister/1916|158|read
ICLTA|14|1|2|Macalister/1949|91|other
ICLTA|15|1|1|Macalister/1916|158|read
ICLTA|15|1|1|Macalister/1949|91|other
ICLTA|16|1|1|Macalister/1916|159|read
ICLTA|16|1|1|Macalister/1949|91|other
ICLTA|17|1|1|Petrie/1878|43|read
ICLTA|17|1|2|Macalister/1916|162|read
ICLTA|17|1|2|Macalister/1949|91|other
ICLTA|18|1|1|Macalister/1916|160|cdisc
ICLTA|18|1|1|Macalister/1949|91|cdisc
ICLTA|19|1|1|Petrie/1878|42, Fig. 55|read
ICLTA|19|1|2|Macalister/1916|162|cdisc
ICLTA|19|1|2|Macalister/1949|91|cdisc
ICLTA|19|1|3|Macalister/1916|91|cdisc
ICLTA|19|1|3|Macalister/1949|91|cdisc
IMRRY|1|1|1|Macalister/1949|19|read
IMRRY|2|1|1|Macalister/1949|19|read
IMRRY|3|1|1|Macalister/1949|20|read
IMRRY|4|1|1|Macalister/1949|20|read
IMRRY|5|1|1|Macalister/1949|20|read
IMRRY|6|1|1|Macalister/1949|20, Plate II|read
IMRRY|7|1|1|Macalister/1949|21|read
IMRRY|8|1|1|Macalister/1949|21|read
INAGH|1|1|1|Macalister/1945|220|cdisc
INAGH|1|1|1|Ziegler/1994|218|read
INBOF|1|1|1|Macalister/1949|78|read
INBOF|2|1|1|Macalister/1949|79|read
INBOF|3|1|1|Macalister/1949|80|read
INCHA|1|1|1|Macalister/1945|1-3|read
INCHA|1|1|3|Higgins/1987|303|read
INCHY|1|1|1|Forsyth/1996|343--346|sdisc
INCHY|1|2|1|Forsyth, K.,|346--348|sdisc
INCHY|1|4|1|Forsyth, K.,|351--352|sdisc
INCLO|1|1|1|Macalister/1949|29, Plate V|cdisc
INDQS|1|1|1|Macalister/1945|453|read
INDQS|1|1|2|Langdon/Allen/1895|55|read
INDQS|1|1|3|Langdon/Allen/1895|55|read
INDQS|1|1|4|Okasha/1993|124|read
INDQS|1|1|5|Thomas/1994|282|read
INDRE|1|1|1|Costa/1964|241|read
INDRE|1|1|1|LeBlant/1865|558|read
INVIC|1|1|1|Cuppage/etal/1986|301|read
INVIC|1|1|1|Macalister/1945|179|read
INVIC|2|1|1|Cuppage/etal/1986|301|read
INVIC|2|1|1|Macalister/1949|96|read
ISLAN|1|1|1|Macalister/1945|5|cdisc
ISLAN|1|1|2|Gippert/Web|Ogham 3|sdisc
ITNNG|1|1|1|Cuppage/etal/1986|297|minor
JRDNS|1|1|1|Macalister/1945|412--413|read
JRDNS|1|1|2|Nash-Williams/1950|186|read
JRDNS|1|2|1|Macalister/1945|412--413|read
JRDNS|1|2|2|Nash-Williams/1950|186|read
KBRCN|1|1|1|Higgins/1987|358, Fig.76, Pl.17A|cdisc
KBRCN|1|1|2|Macalister/1949|5, Plate II|cdisc
KBRCN|2|1|1|Macalister/1949|6|cdisc
KBRCN|2|1|2|Higgins/1987|368--369|cdisc
KBRCN|3|1|1|Macalister/1949|6--7, Plate I|cdisc
KBRCN|3|1|2|Higgins/1987|307, Fig.34, Pl.8B, 29B|cdisc
KBRCN|4|1|1|Macalister/1945|7|cdisc
KBRCN|4|1|1|Macalister/1949|6|cdisc
KBRCN|5|1|1|Petrie/1878|22, Fig. 30|minor
KBRCN|5|1|2|Macalister/1949|7|minor
KBRCN|5|1|3|Higgins/1987|363|cdisc
KBRCN|6|1|1|Macalister/1949|7, Plate II|cdisc
KBRCN|6|1|2|Higgins/1987|359, Fig.77, Pl. 51, 52|cdisc
KBRCN|6|1|2|Macalister/1945|7|cdisc
KBRCN|7|1|1|Higgins/1987|324|
KBRCN|7|1|1|Macalister/1945|7, Plate II|minor
KBRCN|8|1|1|Macalister/1949|8--9|cdisc
KBRCN|8|1|2|Higgins/1987|372|cdisc
KCMMN|1|1|1|Petrie/1878|46|cdisc
KCMMN|1|1|2|Macalister/1945|13--14|cdisc
KDEAS|1|1|1|Macalister/1949|123 and fig. XVII|read
KDEAS|2|1|1|Macalister/1949|123|read
KEELW|1|1|1|Macalister/1949|     7|cdisc
KEELW|1|1|2|Higgins/1987|324|cdisc
KEENH|1|1|1|Macalister/1945|79|read
KEENH|1|1|1|McManus/1991|95|read
KELLS|1|1|1|Macalister/1949|34|read
KELLS|2|1|1|Macalister/1949|35--36|read
KELLS|2|1|2|Macalister/1934|17|read
KELLS|2|2|1|Macalister/1949|35--36|read
KELLS|2|2|2|Macalister/1934|17|read
KENFG|1|1|1|RCHAMW/1976|38|read
KENFG|1|1|2|Nash-Williams/1950|132|read
KENFG|1|1|3|Anon/1928|375--377|read
KENFG|1|1|3|Macalister/1945|386--387|read
KENFG|1|1|5|Rhys/1899|133--135|read
KENFG|1|2|1|RCHAMW/1976|38|read
KENFG|1|2|2|Nash-Williams/1950|132|read
KENFG|1|2|3|Westwood/1879|19|read
KENFG|1|2|4|Anon/1928|374--375|read
KENFG|1|2|4|Macalister/1945|387|read
KENFG|1|2|5|Brash/1869|152|read
KENFG|1|2|6|Rhys/1899|132|read
KFNTN|1|1|1|Macalister/1945|179|read
KFNTN|1|1|2|Cuppage/etal/1986|304|read
KFNTN|1|1|2|McManus/1991|67|read
KFNTN|1|2|1|Macalister/1945|180|read
KFNTN|1|2|2|Cuppage/etal/1986|304|read
KFNTN|1|2|3|McManus/1991|61|read
KILEG|1|1|1|Macalister/1945|49--50|minor
KILMA|1|1|1|Macalister/1945|6--7|cdisc
KILMA|1|1|2|Gippert/Web|Ogham 4|sdisc
KILMA|1|2|1|Macalister/1945|6--7|sdisc
KILMA|1|2|1|Ziegler/1994|253|read
KILMA|1|2|2|Gippert/Web|Ogham 4|sdisc
KILTH|1|1|1|Macalister/1945|109--110|read
KILTH|1|1|1|McManus/1991|7|minor
KINET|1|1|1|Macalister/1945|182|read
KINET|1|1|1|McManus/1991|65|read
KINET|1|1|1|Swift/1997|91|read
KINET|1|1|1|Ziegler/1994|206|read
KINET|2|1|1|Cuppage/etal/1986|328|read
KINET|2|1|1|Macalister/1945|183|read
KINET|2|1|2|McManus/1986|21|read
KIOLA|1|1|1|Petrie/1878|73, fig 80|read
KIOLA|1|1|2|Macalister/1949|112, pl. XLV|read
KLBEG|1|1|1|Macalister/1945|280|read
KLBEG|1|1|1|Ziegler/1994|276|read
KLBEG|1|1|2|McManus/1991|66|read
KLBON|1|1|1|Macalister/1945|235|read
KLBON|1|1|2|McManus/1991|66|read
KLBON|1|2|1|Macalister/1945|235|read
KLBON|1|2|2|McManus/1991|66|read
KLBON|1|3|1|Macalister/1945|236--237|read
KLBON|1|3|2|McManus/1991|66|read
KLCAS|1|1|1|Macalister/1945|72--73|read
KLCOO|1|1|1|Macalister/1945|201--202|read
KLCOO|1|1|1|Macalister/1949|125, Plate XLVII|read
KLCOO|1|1|2|Gippert/Web|206|read
KLCOO|1|2|1|Macalister/1945|202|read
KLCOO|1|2|2|Gippert/Web|206|read
KLCOO|2|1|1|Macalister/1945|202--203|read
KLCOO|2|1|1|Macalister/1949|125|other
KLCOO|2|1|1|O'Sullivan/Sheehan/1996|292|minor
KLCOO|2|1|2|Macalister/1949|125|read
KLCOO|3|1|1|Macalister/1945|203|read
KLCOO|3|1|1|Macalister/1949|125|read
KLCOO|3|1|1|O'Sullivan/Sheehan/1996|292|minor
KLCOO|4|1|1|Macalister/1945|203|read
KLCOO|4|1|1|O'Sullivan/Sheehan/1996|292|minor
KLCOO|5|1|1|Macalister/1945|204|read
KLCOO|5|1|1|O'Sullivan/Sheehan/1996|291--292, Fig. 184|cdisc
KLCOO|6|1|1|Macalister/1945|204--205|read
KLCOO|6|1|1|O'Sullivan/Sheehan/1996|291--291, Fig. 184|cdisc
KLCOO|6|1|2|McManus/1991|95|read
KLCOO|7|1|1|Macalister/1945|205|read
KLCOO|7|1|1|O'Sullivan/Sheehan/1996|261--262, Fig. 184|cdisc
KLCOO|8|1|1|Macalister/1945|205|read
KLCOO|8|1|1|O'Sullivan/Sheehan/1996|292|read
KLGOB|1|1|1|Macalister/1945|207|read
KLGOB|1|1|1|O'Sullivan/Sheehan/1996|161|cdisc
KLGOB|2|1|1|OSullivan/Sheehan/1996|243|read
KLGOB|2|1|2|Macalister/1945|205|read
KLGOB|3|1|1|OSullivan/Sheehan/1996|295|read
KLGRO|1|1|1|Macalister/1945|229|read
KLGRO|1|1|1|McManus/1991|79|read
KLGRO|1|1|1|O'Sullivan/Sheehan/1996|300|cdisc
KLGRO|1|1|1|Ziegler/1994|247, 272|read
KLGRV|1|1|1|Macalister/1945|281--282|read
KLGRV|1|1|1|McManus/1991|66|read
KLGRV|2|1|1|Macalister/1945|282|read
KLGRV|2|1|2|McManus/1991|67|read
KLGRV|3|1|1|Macalister/1945|283|read
KLGRV|4|1|1|Macalister/1945|284|read
KLGRV|5|1|1|Macalister/1945|284--285|read
KLGRV|5|1|1|McManus/1991|66|read
KLGRV|6|1|1|McManus/1991|73|read
KLGRV|6|1|1|Raftery/1969|105|read
KLKEE|1|1|1|Macalister/1945|227|read
KLLAG|1|1|1|OSullivan/Sheehan/1996|299|read
KLLOE|1|1|1|Macalister/1945|58|read
KLLOE|1|1|2|Gippert/Web|54|read
KLLOE|1|1|3|Barnes/Hagland/Page/1997|54|sdisc
KLLOE|1|2|1|Barnes/Hagland/Page/1997|55--56|sdisc
KLLOE|1|2|1|Macalister/1945|59|read
KLLOE|1|2|2|Gippert/Web|54|read
KLMOL|1|1|1|Macalister/1945|285--286|read
KLORG|1|1|1|Macalister/1945|248|read
KLORG|1|1|1|O'Sullivan/Sheehan/1996|244|cdisc
KLORG|1|2|1|Macalister/1945|248|read
KLORG|1|2|1|McManus/1991|65|read
KLORG|1|2|1|O'Sullivan/Sheehan/1996|244|read
KLORG|2|1|1|Macalister/1945|249|read
KLORG|2|1|1|O'Sullivan/Sheehan/1996|354|minor
KLORG|3|1|1|Macalister/1945|249|read
KLQAN|1|1|1|Cuppage/etal/1986|323|minor
KLURL|1|1|1|Macalister/1945|231|read
KLURL|1|1|2|OSullivan/Sheehan/1996|244|read
KLURL|2|1|1|Macalister/1945|232|read
KLVMO|1|1|1|Macalister/1945|130|read
KLWER|1|1|1|Macalister/1945|110--111|read
KMERY|1|1|1|Macalister/1949|25, Plate V|minor
KMERY|1|2|1|Macalister/1949|25|minor
KMERY|2|1|1|Macalister/1949|25|minor
KMERY|3|1|1|Harbison/1992|122, Fig. 410|cdisc
KMERY|3|1|1|Macalister/1949|25|cdisc
KMICH|1|1|1|Browne/1890|343|read
KMICH|1|1|1|Kermode/1907|100-01|read
KMICH|1|1|1|Rhys/1892|301--303|read
KMICH|1|2|1|Lord Southesk/1887|359|minor
KMICH|1|2|2|Kermode/1907|72-74, 100-01|read
KMICH|1|2|2|Kermode/1910-1911|347-348|read
KMICH|1|2|2|McManus/1991|131|read
KMICH|1|3|1|Kermode/1907|198|read
KMICH|1|3|2|Page/1983|234, 239|sdisc
KMICH|1|4|1|Kermode/1907|198|read
KMICH|1|4|1|Page/1983|234, 239|sdisc
KMKDR|1|1|1|Macalister/1949|96, pl. XLI|read
KMKDR|1|1|2|Cuppage/1986|311|read
KMKDR|2|1|1|Macalister/1949|96, pl. IX|read
KMKDR|2|1|2|Cuppage/1986|311, Fig. 184|read
KMKDR|2|2|1|Macalister/1949|pl. IX|read
KMKDR|2|2|2|Cuppage/1986|fig. 184, 311|cdisc
KNBOY|1|1|1|Macalister/1945|286|cdisc
KNBOY|1|1|1|Ziegler/1994|277|list
KNBOY|2|1|1|Macalister/1945|286|cdisc
KNBOY|2|1|1|Ziegler/1994|277|list
KNBOY|3|1|1|Macalister/1945|287|read
KNBOY|3|1|1|Ziegler/1994|277|list
KNBOY|4|1|1|Macalister/1945|287|read
KNBOY|4|1|1|Ziegler/1994|277|list
KNBOY|5|1|1|Macalister/1945|287|read
KNBOY|5|1|1|Ziegler/1994|277|list
KNBOY|6|1|1|Macalister/1945|288|read
KNBOY|6|1|1|Ziegler/1994|277|list
KNBOY|7|1|1|Macalister/1945|288|cdisc
KNBOY|7|1|1|Ziegler/1994|277|list
KNBOY|8|1|1|Macalister/1945|289|read
KNBOY|8|1|1|Ziegler/1994|277|list
KNDJK|1|1|1|Thomas/1994|330|read
KNDJK|1|1|2|Thomas/1994|289|read
KNICK|1|1|1|Macalister/1949|54--55|cdisc
KNKLA|1|1|1|Macalister/1945|294|cdisc
KNKLA|1|1|1|Ziegler/1994|277|list
KNMAH|1|1|1|Manning/1989|9|read
KNOUR|1|1|1|Macalister/1945|111|read
KNOUR|1|1|1|Power/etal/1997|171|read
KNOUR|2|1|1|Power/etal/1997|172|read
KNOUR|2|1|2|Macalister/1945|112|read
KNWEE|1|1|1|Macalister/1945|112--113|read
KNWEE|1|1|1|Power/etal/1997|168|list
KNWEE|1|1|2|Macmanus/1991|67|read
KNWEE|2|1|1|Macalister/1945|113--114|read
KNWEE|2|1|1|Power/etal/1997|168|list
KNWEE|3|1|1|Macalister/1945|114|read
KNWEE|3|1|1|Power/etal/1997|169|list
KNWEE|3|1|2|McManus/1991|66|read
KNWEE|4|1|1|Macalister/1945|114, & fig.|read
KNWEE|4|1|1|Power/etal/1997|169|other
KNWEE|5|1|1|Macalister/1945|115|read
KNWEE|6|1|1|Macalister/1945|116|read
KNWEE|6|1|2|McManus/1991|67|read
KRRIS|1|1|1|Thomas/unpub/1997|n/a|read
KSAGT|1|1|1|Petrie/1878|27|read
KSAGT|1|1|2|Macalister/1949|115|read
LABAN|1|1|1|Power/etal/1997|169|read
LABAN|1|1|2|Power/etal/1997|169|read
LAEL1|1|1|1|Hemp/1923|319|read
LAEL1|1|1|2|Macalister/1945|363|read
LAEL1|1|1|3|Nash-Williams/1950|88|read
LAEL1|1|1|4|RCAHMW/1960|110|read
LAEL2|1|1|1|Westwood/1867|342|read
LAEL2|1|1|2|Rhys/1874|247|read
LAEL2|1|1|3|Anon/1877|328|read
LAEL2|1|1|4|Anon/1877|328|read
LAEL2|1|1|5|Macalister/1945|362|read
LAEL2|1|1|6|Nash-Williams/1950|88|read
LAEL2|1|1|7|Rhys/1873|10|read
LAEL2|1|1|8|RCAHMW/1960|110|read
LAEL2|1|1|9|Westwood/1876|179--180|read
LAMOG|1|1|1|Macalister/1945|40--41|cdisc
LAMOG|1|1|1|Ziegler/1994|255|read
LAMOG|2|1|1|Macalister/1945|41--42|cdisc
LAMOG|2|1|1|Ziegler/1994|255|read
LANEY|1|1|1|Evans/1917|164|read
LANEY|1|1|1|Maclalister/1922|22|read
LANEY|1|1|1|RCAHMW/1917|no. 188|read
LANEY|1|1|2|Macalister/1949|142|read
LANEY|1|1|3|Nash-Williams/1950|111|read
LARTH|1|1|1|Macalister/1922|213|cdisc
LARTH|1|1|1|Macalister/1945|333-334|read
LARTH|1|1|2|Nash-Williams/1950|95|read
LARTH|1|1|3|Rhys/1873|5|read
LARTH|1|2|1|Macalister/1922|214|read
LARTH|1|2|1|Macalister/1945|334|read
LARTH|1|2|2|Nash-Williams/1950|95 & fig. 88|read
LARTH|1|2|3|Rhys/1873|5|read
LBABO|1|1|1|Macalister/1945|306|cdisc
LBABO|1|1|2|Macalister/1945|53|read
LBABO|1|1|2|Nash-Williams/1950|53|read
LBOID|1|1|1|Nash-Williams/1950|111|read
LBOID|1|1|1|Owen/1896|133|read
LBOID|1|1|2|Macalister/1945|350|read
LBOID|2|1|1|Owen/1896|132--133|read
LBOID|2|1|2|Rhys/1875|360|read
LBOID|2|1|3|Macalister/1945|349|read
LBOID|2|1|4|Nash-Williams/1950|113|read
LBOID|3|1|1|Huebner/1876|89|read
LBOID|3|1|1|Macalister/1945|350|read
LBOID|3|1|1|Rhys/1875|361|read
LCARF|1|1|1|Macalister/1945|435--436|read
LCARF|1|1|2|Okasha/1993|126--127|read
LCARF|1|1|3|Thomas/1994|263--264|read
LCRFN|1|1|1|Nash-Williams/1950|133|read
LCRFN|1|1|2|RCHAMW/1976|62|read
LCRFN|1|1|3|Westwood/1879|236, and fig 101|read
LCURN|1|1|1|Macalister/1949|98, Plate  XLIII|read
LCURN|1|2|1|Macalister/1949|98, pl. XLIII|read
LCURN|2|1|1|Macalister/1949|98|cdisc
LCURN|2|1|1|O'Sullivan/Sheehan/1996|320|cdisc
LCURN|2|2|1|Macalister/1949|98|read
LCURN|2|3|1|Macalister/1949|98|cdisc
LDDEW|1|1|1|Macalister/1949|135|read
LDDEW|1|1|2|Macalister/1949|135|read
LDDEW|1|1|3|Macalister/1945|135|cdisc
LDDEW|1|1|4|Nash-Williams/1950|73|cdisc
LDDTY|1|1|1|Westwood/1876|60|cdisc
LDDTY|1|1|2|Macalister/1949|134|read
LDDTY|1|1|3|Nash-Williams/1950|71|cdisc
LDDTY|1|1|4|Macalister/1922|201|cdisc
LDDTY|1|2|1|Macalister/1922|201|read
LDDTY|1|2|2|Macalister/1949|135|cdisc
LDDTY|1|2|3|Nash-Williams/1950|71|cdisc
LDDTY|1|3|1|Macalister/1949|135|cdisc
LDDTY|1|3|2|Nash-Williams/1950|71|cdisc
LDEIL|1|1|1|Macalister/1945|414|read
LDEIL|1|1|2|Nash-Williams/1950|186|read
LDEIL|1|1|3|RomillyAllen/1889|307|read
LDEIL|1|1|4|Rhys/1889|312|read
LDEIL|1|1|5|Rhys/1893|286|read
LDEIL|1|2|1|Macalister/1945|413--414|read
LDEIL|1|2|2|Nash-Williams/1950|188|read
LDEIL|1|2|3|RomillyAllen/1889|307|read
LDEIL|1|2|4|Rhys/1889|312|read
LDEIL|1|2|4|Rhys/1893|286|read
LDEIL|2|1|1|Macalister/1945|415|read
LDEIL|2|1|2|Nash-Williams/1950|188|read
LDEIL|2|1|3|RomillyAllen/1889|307|read
LDEIL|2|1|4|Rhys/1889|311--312|read
LDEIO|1|1|1|Anon/1893|130|read
LDEIO|1|1|1|Huebner/1876|30|read
LDEIO|1|1|1|Lhuyd/1858|345|read
LDEIO|1|1|1|Macalister/1945|352|read
LDEIO|1|1|1|Nash-Williams/1950|113|read
LDEIO|1|1|1|Westwood/1879|96|read
LDEWA|1|1|1|Macalister/1949|140|read
LDEWA|1|1|2|Nash-Williams/1950|96--98|read
LDEWA|1|2|1|Macalister/1949|140|read
LDEWA|1|2|2|Nash-Williams/1950|98|read
LDEWB|1|1|1|Macalister/1922|390|cdisc
LDEWB|1|1|1|Macalister/1945|336|cdisc
LDEWB|1|1|2|Nash-Williams/1950|98|cdisc
LDEWB|2|1|1|Macalister/1945|336|read
LDEWB|2|1|2|Nash-Williams/1950|98 and fig 94|read
LDEWB|2|1|3|Hubner/1876|42|read
LDEWB|2|1|4|Camden/Gibson/1695|col. 644|read
LDEWB|3|1|1|Anon/1931|390|read
LDEWB|3|1|1|Macalister/1949|140 and fig.|read
LDEWB|3|1|2|Nash-Williams/1950|98--100|read
LDEWB|3|1|3|Westwood/1879|141|read
LDOUG|1|1|1|Westwood/1879|2|read
LDOUG|1|1|2|Huebner/1876|22|read
LDOUG|1|1|3|RCHAMW/1976|61|read
LDOUG|1|1|4|Nash-Williams/1950|134|read
LDOUG|1|1|5|Anon/1933|393|read
LDOUG|1|1|5|Macalister/1949|154|read
LDOUG|1|1|6|RomillyAllen/1904|252|read
LDOUG|1|2|1|RCHAMW/1976|61|read
LDWKE|1|1|1|Macalister/1945|351--352|read
LDWKE|1|1|1|Nash-Williams/1950|113|read
LDWKE|1|1|1|Rhys/1874|19|read
LDWKE|1|1|1|Rhys/1877a|398|read
LDWKE|1|1|1|Rhys/1907|77|read
LDWKE|1|1|1|Thomas/1994|98-99|read
LDWKE|1|1|2|Westwood/1867|343|read
LDWKE|1|1|2|Westwood/1879|92|read
LDWKE|1|2|1|Rhys/1874|19|read
LDWKE|1|2|1|Westwood/1879|93|read
LDWKE|1|2|2|Macalister/1945|351|read
LDWKE|1|2|2|Rhys/1877a|398|read
LDWKE|1|2|2|Rhys/1907|78--80|read
LDWKE|1|2|2|Thomas/1994|98|read
LDWKE|1|2|3|Macalister/1922|22|read
LDWKE|1|2|4|Nash-Williams/1950|113|read
LDYFL|1|1|1|Westwood/1876|59|cdisc
LDYFL|1|1|2|Macalister/1949|133|cdisc
LDYFL|1|1|3|Nash-Williams/1950|74|cdisc
LDYFL|2|1|2|Westwood/1876|59|list
LDYFL|2|1|3|Nash-Williams/1950|74|list
LDYSI|1|1|1|Macalister/1945|415|read
LDYSI|1|1|2|Nash-Williams/1950|188|read
LDYSI|1|1|3|Westwood/1860|53--54|read
LDYSI|1|1|3|Westwood/1879|112|read
LDYSI|1|1|4|Rhys/1873|7|read
