SITE|STONE|BIB_REF|PAGES|ILLUSTRATI|PHOTO|MAP|DRAWING|VALUE
CLMAC|204|Petrie/1872|74, Plate LXXII, Fig. 174||no|no|yes|minor
CLMAC|205|Macalister/1899|116||no|no|no|list
CLMAC|205|Macalister/1909|49||no|no|no|list
CLMAC|205|Macalister/1949|65||no|no|no|list
CLMAC|205|Petrie/1872|75, Plate LXXIV, Fig. 177||no|no|yes|minor
CLMAC|206|Macalister/1899|116||no|no|no|list
CLMAC|206|Macalister/1909|49||no|no|no|minor
CLMAC|206|Macalister/1949|65, Plate XXVII||no|no|yes|minor
CLMAC|206|Petrie/1872|25, Fig. 35||no|no|yes|cdisc
CLMAC|207|Macalister/1899|116||no|no|no|list
CLMAC|207|Macalister/1949|65||no|no|no|list
CLMAC|207|Petrie/1872|51, Fig. 104||no|no|yes|cdisc
CLMAC|208|Macalister/1909|49||no|no|no|minor
CLMAC|208|Macalister/1949|65||no|no|no|minor
CLMAC|209|Macalister/1949|65, Plate XXXIV||no|no|yes|minor
CLMAC|210|Macalister/1949|66, Plate XXXIV||no|no|yes|list
CLMAC|211|Macalister/1949|66, Plate XXXIV||no|no|yes|list
CLMAC|212|Macalister/1949|66, Plate XXXII||no|no|yes|list
CLMAC|213|Macalister/1949|66, Plate XXXII||no|no|yes|list
CLMAC|214|Macalister/1949|66, Plate XXXIV||no|no|yes|list
CLMAC|215|Macalister/1949|66, Plate XXV||no|no|yes|list
CLMAC|216|Macalister/1949|66, Plate XXXIII||no|no|yes|list
CLMAC|217|Macalister/1949|66, Plate XXVIII||no|no|yes|list
CLMAC|218|Macalister/1949|67, Plate XXXII||no|no|yes|list
CLMAC|219|Macalister/1949|67, Plate XXXIII||no|no|yes|list
CLMAC|220|Macalister/1949|67, Plate XXVIII||no|no|yes|list
CLMAC|221|Macalister/1949|67, Plate XXVIII||no|no|yes|cdisc
CLMAC|222|Macalister/1949|67, Plate XXXI||no|no|yes|cdisc
CLMAC|223|Macalister/1949|67, Plate XXXIII||no|no|yes|cdisc
CLMAC|224|Macalister/1949|67, Plate XXIX||no|no|yes|cdisc
CLMAC|225|Macalister/1949|67, Plate XXXI||no|no|yes|cdisc
CLMAC|226|Macalister/1949|67, Plate XXXIV||no|no|yes|cdsic
CLMAC|227|Macalister/1949|67, Plate XXVII||no|no|yes|cdisc
CLMAC|228|Macalister/1949|68, Plate XX||no|no|yes|cdisc
CLMAC|229|Macalister/1899|116||no|no|no|list
CLMAC|229|Macalister/1909|45||no|no|no|list
CLMAC|229|Macalister/1949|65, 68, Plate XXII||no|no|yes|cdisc
CLMAC|229|Petrie/1872|50, Plate XL||no|no|yes|cdisc
CLMAC|230|Lionard/1961|133, Fig. 24.13, 168||no|no|yes|illus
CLMAC|230|Macalister/1899|116||no|no|no|list
CLMAC|230|Macalister/1909|49||no|no|no|cdisc
CLMAC|230|Macalister/1949|65, 68, Plate XXIX||no|no|yes|cdisc
CLMAC|230|Petrie/1872|75, Plate LXXIV||no|no|yes|cdisc
CLMAC|231|Macalister/1949|65, 68, Plate XXVII||no|no|yes|cdisc
CLMAC|232|Macalister/1949|65, 68, Plate XV||no|no|yes|cdisc
CLMAC|233|Lionard/1961|134, Fig. 25.5||no|no|yes|illus
CLMAC|233|Macalister/1949|65, 68, Plate XXVII||no|no|yes|cdisc
CLMAC|234|Macalister/1949|65, 68, Plate XXIX||no|no|yes|cdisc
CLMAC|235|Macalister/1949|68--69, Plate XXVII||no|no|yes|cdisc
CLMAC|236|Macalister/1949|69, Plate XI||no|no|yes|cdisc
CLMAC|237|Macalister/1949|65, 69, Plate XII||no|no|yes|cdisc
CLMAC|238|Macalister/1949|65, 69, Plate XIII||no|no|yes|cdisc
CLMAC|239|Macalister/1949|65, 69, Plate XIV||no|no|yes|cdisc
CLMAC|240|Macalister/1949|65, 69, Plate XVIII||no|no|yes|cdisc
CLMAC|241|Macalister/1949|65, 69, Plate XXII||no|no|yes|cdisc
CLMAC|242|Macalister/1949|65, 69, Plate XXII||no|no|yes|cdisc
CLMAC|243|Macalister/1949|69, pl. XXII||no|no|yes|cdisc
CLMAC|244|Macalister/1949|69, pl. XXII||no|no|yes|cdisc
CLMAC|245|Macalister/1949|69, pl. XXXII||no|no|yes|cdisc
CLMAC|246|Macalister/1949|69, pl. XIX||no|no|yes|cdisc
CLMAC|247|Macalister/1949|70, Plate XIX||no|no|yes|cdisc
CLMAC|248|Macalister/1949|70, pl. XIX||no|no|yes|cdisc
CLMAC|249|Lionard/1961|102, Fig. 1.14||no|no|yes|illus
CLMAC|249|Macalister/1949|65, 70, Plate XIX||no|no|yes|cdisc
CLMAC|250|Lionard/1961|111, Fig. 9.10||no|no|yes|illus
CLMAC|250|Macalister/1949|65, 70, Plate XVI||no|no|yes|cdisc
CLMAC|251|Macalister/1949|65, 70, Plate XVI||no|no|yes|cdisc
CLMAC|252|Macalister/1949|71, Plate XVI||no|no|yes|list
CLMAC|253|Macalister/1949|198, Plate LXVII||no|no|yes|list
CLMAC|254|Macalister/1949|198--199, Plate LXVI||no|no|yes|list
CLMAC|255|Macalister/1949|199, Plate LXVI||no|no|yes|list
CLMAC|256|Macalister/1949|199, Plate LXVI||no|no|yes|list
CLMAC|257|Macalister/1949|199, Plate LXVI||no|no|yes|list
CLMAC|258|Macalister/1949|199, Plate LXVI||no|no|yes|list
CLMAC|259|Macalister/1949|199, Plate LXVI||no|no|yes|list
CLMAC|260|Macalister/1949|199, Plate LXVII||no|no|yes|list
CLMAC|261|Macalister/1949|199, Plate LXVII|||||
CLMAC|262|Manning/Moore/1991|10--11||yes|no|yes|minor
CLMAC|263|King/1992|23||yes|no|no|minor
CLMOR|1|Gippert/Web|Ogham 15||yes|no|no|cdisc
CLMOR|1|Macalister/1945|18||no|no|yes|cdisc
CLMOR|2|Harbison/1991|185||no|no|no|minor
CLONC|1|Macalister/1949|115--16, Plate XLVI||no|no|yes|cdisc
CLONM|1|Macalister/1949|65-66||no|no|yes|cdisc
CLOOM|1|Gippert/Web|Ogham 2||yes|no|no|cdisc
CLOOM|1|Macalister/1945|3--4|1|no|no|yes|
CLOON|1|Macalister/1949|98, 100, Plate XXXV||no|no|yes|cdisc
CLYDI|1|Huebner/1876|39||no|no|yes|list
CLYDI|1|Macalister/1945|410--411||no|no|yes|cdisc
CLYDI|1|Nash-Williams/1950|184, Fig. 199||no|no|yes|cdisc
CLYDI|1|RCHAMW/1925|75||no|no|no|list
CLYDI|1|Rhys/1873|5||no|no|no|minor
CLYDI|1|RomillyAllen/1896|291, 298||no|no|no|list
CLYDI|1|Westwood/1860|223, 225--226||no|no|yes|cdisc
CLYDI|1|Westwood/1879|123||no|no|yes|cdisc
CLYDI|2|Huebner/1876|39||no|no|yes|list
CLYDI|2|Macalister/1922a|29||no|no|no|cdisc
CLYDI|2|Macalister/1945|409--410||no|no|yes|cdisc
CLYDI|2|Nash-Williams/1950|186, Plate XIII, Fig. 200||yes|no|yes|cdisc
CLYDI|2|RCHAMW/1925|75||no|no|yes|cdisc
CLYDI|2|Rhys/1873|5||no|no|no|minor
CLYDI|2|Rhys/1918|188||no|no|no|minor
CLYDI|2|RomillyAllen/1896|291, 302||no|no|no|list
CLYDI|2|Westwood/1860|223--224||no|no|yes|cdisc
CLYDI|2|Westwood/1879|122--123||no|no|yes|cdisc
CLYDI|3|Huebner/1876|38||no|no|yes|list
CLYDI|3|Macalister/1922a|29||no|no|no|minor
CLYDI|3|Macalister/1945|411--12||no|no|yes|cdisc
CLYDI|3|Nash-Williams/1950|186, Plate IV, Fig. 201||yes|no|yes|cdisc
CLYDI|3|RCHAMW/1925|75--77||yes|no|yes|sdisc
CLYDI|3|Rhys/1873|5||no|no|no|minor
CLYDI|3|Rhys/1918|188||no|no|no|minor
CLYDI|3|RomillyAllen/1896|291, 299||no|no|no|cdisc
CLYDI|3|Westwood/1860|226--227||no|no|yes|cdisc
CLYDI|3|Westwood/1879|124||no|no|yes|cdisc
CMBRN|1|Macalister/1949|177, plate LXII|drawing|no|no|yes|sdisc
CMBRN|1|Okasha/1993|82--83|photograph|yes|no|no|sdisc
CNWYL|1|Anon/1893|91--92||no|no|yes|cdisc
CNWYL|1|Anon/1919a|24b|yes|no|no|yes|cdisc
CNWYL|1|Huebner/1876|29|yes|no|no|yes|cdisc
CNWYL|1|Macalister/1921|21|yes|yes|no|no|cdisc
CNWYL|1|Macalister/1945|344--345|yes|no|no|yes|sdisc
CNWYL|1|Nash-Williams/1950|107--109. Plate X, Fig. 109|yes|yes|no|yes|sdisc
CNWYL|1|Thomass/1994|104|no|no|no|no|sdisc
CNWYL|1|Westwood/1856|249--251|yes|no|no|yes|cdisc
CNWYL|1|Westwood/1879|79--81, Plate XLIV, Fig. 1|yes|no|no|yes|sdisc
CNWYL|2|Anon/1919a|no. VI|yes|no|no|yes|cdisc
CNWYL|2|Anon/1922|16b|yes|yes|no|no|illus
CNWYL|2|Macalister/1945|345--346|yes|no|no|yes|cdisc
CNWYL|2|Nash-Williams/1950|109, Plate X, Fig. 110|Plate 10, fig 110|yes|no|yes|cdisc
CNWYL|2|Westwood/1856|252|yes|no|no|yes|cdisc
CNWYL|3|Macalister/1945|343--344|yes|no|no|yes|cdisc
CNWYL|3|Nash-Williams/1950|109, Plate X|Fig. 111|no|no|yes|cdisc
CNWYL|3|Westwood/1856b|321|yes|no|no|yes|cdisc
CNWYL|3|Westwood/1879|82, Plate XLVI, Fig.2|Plate 46, fig 2|no|no|yes|cdisc
COBOY|1|Macalister/1945|244--245||no|no|yes|cdisc
COHIL|1|Macalister/1945|222--223||no|no|yes|cdisc
COLIN|1|Macalister/1897|78--79||no|no|no|cdisc
COLIN|1|Macalister/1945|22||no|no|yes|cdisc
COLIN|2|Macalister/1897|79||no|no|no|cdisc
COLIN|2|Macalister/1945|24--25||no|no|yes|cdisc
COLIN|2|McManus/1991|49||no|no|yes|minor
COLIN|3|Macalister/1897|79||no|no|no|cdisc
COLIN|3|Macalister/1945|25--26||yes|no|no|cdisc
COLIN|4|Macalister/1945|26--27||yes|no|no|cdisc
COLIN|5|Macalister/1945|28--29||yes|no|no|cdisc
COLIN|6|Macalister/1945|29--30||yes|no|yes|cdisc
COLIN|7|Macalister/1945|30||no|no|yes|minor
COOGH|1|Gippert/Web|104||yes|no|yes|sdisc
COOGH|1|Macalister/1945|103--105||no|no|yes|cdisc
COOGH|2|Macalister/1945|105--107||no|no|yes|cdisc
COOLE|1|Macalister/1945|224--225||no|no|yes|cdisc
COOLE|1|OSullivan/etal/1996|274||no|no|yes|cdisc
COOLE|2|Macalister/1945|226--227||yes|no|no|cdisc
COOLE|2|OSullivan/etal1996|241, Fig. 139, Plate 62||yes|no|yes|cdisc
COOLH|1|Macalister/1945|127--128||no|no|yes|cdisc
COOLM|1|Gippert/Web|197||yes|no|yes|sdisc
COOLM|1|Macalister/1945|192--193||no|no|yes|cdisc
COOLM|2|Gippert/Web|197, 198||yes|no|yes|sdisc
COOLM|2|Macalister/1945|192-193||no|no|yes|cdisc
COOLM|3|Gippert/Web|197, 199||yes|no|yes|sdisc
COOLM|3|Macalister/1945|193-194||no|no|yes|cdisc
COOLM|4|Gippert/Web|197, 200||yes|no|yes|sdisc
COOLM|4|Macalister/1945|193--194||no|no|yes|cdisc
COOLM|5|Gippert/Web|197, 201||yes|no|yes|sdisc
COOLM|5|Macalister/1945|193--196||no|no|yes|sdisc
COOLM|6|Gippert/Web|197, 202||yes|no|yes|sdisc
COOLM|6|Macalister/1945|195--197||yes|no|yes|cdisc
COOLM|7|Gippert/Web|197, 203||yes|no|yes|sdisc
COOLM|7|Macalister/1945|197--198||yes|no|yes|cdisc
CORRO|1|Macalister/1945|9--10||no|no|yes|read
CORRO|1|McManus/1991|49||no|no|no|minor
COTTS|1|Macalister/1945|48--49||no|no|yes|cdisc
COTTS|1|Moore/1996|15||no|yes|no|cdisc
COYCH|1|Anon/1888|403||no|no|no|minor
COYCH|1|Anon/1928|388||no|no|no|cdisc
COYCH|1|Macalister/1949|154, pl. LIII||no|no|yes|cdisc
COYCH|1|Nash-Williams/1950|130, pl. XLIII||yes|no|no|cdisc
COYCH|1|RCHAMW/1973|59--60, pl.22, e & f||yes|no|no|cdisc
COYCH|1|Westwood/1879|33||no|no|yes|cdisc
COYCH|2|Anon/1888|403||no|no|no|minor
COYCH|2|Anon/1928|388||no|no|no|cdisc
COYCH|2|Macalister/1949|154||no|no|no|cdisc
COYCH|2|Nash-Williams/1950|130--131, pl. XLVI and Fig. 142||yes|no|yes|cdisc
COYCH|2|RCHAMW/1973|59, pl.20, 25||yes|no|no|cdisc
COYCH|2|Westwood/1879|33--34, pl. XXIII||no|no|yes|cdisc
CRAG|1|Macalister/1945|246||no|no|yes|cdisc
CRAI|1|Macalister/1945|318||no|no|no|list
CRAI|1|Nash-Williams/1936|69, fig 40||no|no|yes|list
CRCKH|1|Macalister/1945|314--15||no|no|yes|cdisc
CRCKH|1|Nash-Williams/1950|69, Fig. 40||yes|no|yes|minor
CRCKH|1|Rolt-Brash/1869|153||no|no|no|cdisc
CRCKH|1|Westwood/1847|25--29||no|no|yes|sdisc
CRCKH|1|Westwood/1876|73, pl. 41||no|no|yes|cdisc
CRCOM|1|Macalister/1945|297||no|no|no|cdisc
CRCOM|2|Macalister/1945|297||no|no|no|cdisc
CREHS|1|Macalister/1945|293||no|no|yes|cdisc
CRGHH|1|Macalister/1945|294||no|no|no|cdisc
CRGUL|1|Macalister/1945|126--127||no|no|yes|cdisc
CRNLO|1|Macalister/1945|128--129||no|no|yes|cdisc
CRSER|1|Power/etal/1992|124||no|no|no|minor
CSKEE|1|Gippert/Web|41||yes|no|no|sdisc
CSKEE|1|Macalister/1945|46--47||no|no|yes|cdisc
CSMO|1|Gippert/Web|Ogham 47||yes|no|yes|sdisc
CSMO|1|Macalister/1897|76||no|no|no|cdisc
CSMO|1|Macalister/1945|51--52||no|no|no|cdisc
CSTGR|1|Brindley/Kilfeather/1993|12||no|no|no|cdisc
CSTGR|1|Macalister/1910|350--351||inc|no|inc|cdisc
CSTLD|1|Macalister/1945|465|none|no|no|no|sdisc
CSTLD|1|Okasha/1993|91--93|photograph|yes|no|no|sdisc
CSTLD|1|Thomas/1994|279--280, fig. 17.18|drawing|no|no|yes|sdisc
CUBRT|1|Macalister/1945|455|none|no|no|no|other
CUBRT|1|Okasha/1993|97--99|photograph|yes|no|no|sdisc
CUBRT|1|Thomas/1994|282, fig. 17.18|drawing|no|no|yes|cdisc
CURMO|1|Macalister/1945|198--199||yes|no|yes|cdisc
CURMO|1|McManus/1991|54||no|no|no|cdisc
DEELI|1|Gippert/Web|Ogham 106||yes|no|yes|sdisc
DEELI|1|Macalister/1945|107--108||no|no|yes|cdisc
DEGAS|1|Macalister/1945|213--214||no|yes|yes|cdisc
DEGAS|1|OSullivan/etal/1996|57--58||no|no|yes|cdisc
DELGA|1|Macalister/1949|87, Plate VII||no|no|yes|cdisc
DELGA|1|Petrie/1878|61--62||no|no|yes|cdisc
DENAN|1|Macalister/1945|214--215||no|no|yes|cdisc
DENAN|1|OSullivan/etal/1996|242, 244, Plate 63||yes|no|yes|cdisc
DERIV|1|Macalister/1945|199--200||no|no|yes|cdisc
DERIV|1|OSullivan/etal/1996|242||no|no|no|cdisc
DFYNG|1|Macalister/1945|317--318||no|no|yes|cdisc
DFYNG|1|Nash-Williams/1950|69--71, Plate I, Fig. 41||yes|no|yes|cdisc
DFYNG|1|Rhys/1873|10||no|no|no|minor
DFYNG|1|Westwood/1876|65--66||no|no|yes|cdisc
DINGL|1|Cuppage/etal/1986|254--255||no|no|no|minor
DINGL|1|Macalister/1945|171--172||no|no|yes|cdisc
DKEAR|1|Macalister/1945|227||no|no|no|minor
DKEAR|1|OSullivan/etal/1996|276||no|no|yes|cdisc
DLEEK|1|Macalister/1949|33, Plate VIII||no|no|yes|minor
DLEEK|1|Moore/1987|132||no|no|no|minor
DNARD|1|Gippert/Web|Ogham 48||yes|no|yes|sdisc
DNARD|1|Macalister/1945|52--53||yes|no|yes|cdisc
DNARD|1|McManus/1991|172||no|no|no|cdisc
DNBUL|1|Macalister/1897|98||no|no|no|minor
DNBUL|1|Macalister/1945|65--66||no|no|yes|cdisc
DNMOR|1|Macalister/1945|30--31||no|no|yes|cdisc
DNWAY|1|McManus/1991|72||no|no|no|minor
DNWAY|2|McManus/1991|72--73||no|no|no|minor
DNWAY|3|McManus/1991|72--73||no|no|no|minor
DOOGH|1|Macalister/1945|11|drawing|no|no|yes|cdisc
DRCOM|1|Macalister/1945|298--299||no|no|yes|cdisc
DRLUS|1|Macalister/1945|215--216||no|no|yes|cdisc
DRLUS|1|OSullivan/etal/1996|55--56, Plate 20, Fig. 33||yes|no|yes|cdisc
DROMR|1|Macalister/1945|262--263||yes|no|yes|cdisc
DROMR|2|Macalister/1945|263--264||yes|no|no|cdisc
DROMR|3|Macalister/1945|264--265||no|no|yes|cdisc
DROUK|1|Macalister/1945|218--219||no|no|no|minor
DROYN|1|Forsyth/1996|511||no|no|no|minor
DRUML|1|Macalister/1945|267--269||no|no|yes|cdisc
DRUML|2|Macalister/1945|267, 269--270||no|no|yes|cdisc
DRUML|3|Macalister/1945|267, 270--271||no|no|yes|cdisc
DRUML|4|Macalister/1945|267, 271--272||no|no|yes|cdisc
DRUML|5|Macalister/1945|267, 272--273||no|no|yes|cdisc
DRUML|6|Macalister/1945|267, 273--274||no|no|yes|cdisc
DRUML|7|Macalister/1945|267, 274||no|no|yes|cdisc
DRUML|8|Macalister/1945|267, 275||no|no|no|cdisc
DRUML|9|Macalister/1945|267, 275--276||no|no|yes|cdisc
DRUML|10|Macalister/1945|267, 276--277||yes|no|yes|cdisc
DRUMM|1|Macalister/1945|16||no|no|no|cdisc
DUNAD|1|Forsyth/1996|227--228||yes|yes|yes|cdisc
DUNAL|1|Macalister/1945|304||no|no|no|cdisc
DUNB|1|Macalister/1945|34--35||no|no|no|cdisc
DUNB|2|Macalister/1945|35||no|no|no|cdisc
DUNER|1|Macalister/1949|30||no|no|no|minor
DUNER|1|Petrie/1878|69, Fig. 77a||no|no|yes|minor
DUNER|2|Macalister/1949|30--31, Plate VII||no|no|yes|cdisc
DUNGM|1|Macalister/1945|300--301||no|no|no|cdisc
DUPLN|1|Allen/Anderson/1903/III|319--323||no|no|yes|sdisc
DUPLN|1|Forsyth/1996|243--252, plus figures||yes|yes|yes|sdisc
DUROW|1|Harbison/1992|79--83, Figs. 247--249||yes|no|no|sdisc
DUROW|1|Lionard/1961|161||no|no|no|minor
DUROW|1|Macalister/1949|39--40||no|no|no|cdisc
DUROW|1|Petrie/1878|55||no|no|yes|cdisc
DUROW|2|Macalister/1949|40--41, Plate IX||no|no|yes|cdisc
DUROW|2|Petrie/1878|56||no|no|yes|cdisc
DUROW|3|Macalister/1949|41--42||no|no|yes|cdisc
DUROW|3|Petrie/1878|56--57, Plate XXXI||no|no|yes|cdisc
EGLWC|1|Macalister/1945|346--347|yes|no|no|yes|sdisc
EGLWC|1|Nash-Williams/1950|109--111, Plate III|Plate III|yes|no|no|cdisc
EGLWC|1|Treherne/1889|224-225|yes|no|no|yes|cdisc
EGRMT|1|Collier/1889|176--177|no|no|no|no|sdisc
EGRMT|1|James/1997|7-8|no|no|no|no|other
EGRMT|1|Macalister/1945|347|yes|no|no|yes|sdisc
EGRMT|1|Nash-Williams/1950|111, Fig. 113|fig. 113|no|no|yes|cdisc
EGRMT|1|Owen/1896|133|no|no|no|no|list
EGRMT|1|Phillips/1921|36--37|no|no|no|no|minor
EGRMT|1|RomillyAllen/1889|305--307|yes|no|no|yes|sdisc
EMLGE|1|Cuppage/etal/1986|255||no|no|no|cdisc
EMLGE|1|Gippert/Web|180||yes|no|yes|sdisc
EMLGE|1|Macalister/1945|172--173||no|no|yes|cdisc
EOGWL|1|Okasha/1993|100--101|photograph|yes|no|no|sdisc
EOGWL|1|Radford/1969|79--81||no|no|no|sdisc
EOGWL|1|Thomas/1994|281|none|no|no|no|minor
FARAN|1|Cuppage/etal/1986|354||no|no|no|minor
FARAN|1|ODanachair/1960|73||no|no|no|cdisc
FARDL|1|Macalister/1945|468--469|drawing|no|no|yes|sdisc
FARDL|1|Okasha/1993|103--106|photograph|yes|no|no|sdisc
FARDL|1|Thomas/1994|267, Fig. 16.6||no|no|yes|cdisc
FCHRW|1|Anon/1901|57||no|no|no|minor
FCHRW|1|Fox/1939|34--35||yes|no|no|cdisc
FCHRW|1|Huebner/1876|22||no|no|no|list
FCHRW|1|Lhwyd/1848|310||no|no|no|other
FCHRW|1|Macalister/1949|152, pl. LIII||no|no|yes|cdisc
FCHRW|1|Nash-Williams/1950|132, pl. XXIX||yes|no|no|cdisc
FCHRW|1|RCHAMW/1976|36, pl. 12||yes|no|no|cdisc
FCHRW|1|Rhys/1875|370||no|no|no|minor
FCHRW|1|TS/1862|134||no|no|no|cdisc
FCHRW|1|Westwood/1879|2--5||no|yes|yes|sdisc
FESTG|1|Macalister/1945|390||no|no|no|cdisc
FESTG|1|Nash-Williams/1950|167||no|no|no|cdisc
FIDUP|1|Gippert/Web|Ogham 31||yes|no|yes|sdisc
FIDUP|1|Macalister/1945|35--36||no|inc|yes|cdisc
FINNE|1|Macalister/1949|120, Plate XLV||no|no|yes|cdisc
FKWOO|1|Macalister/1945|70--72||no|no|yes|cdisc
FORTW|1|Macalister/1945|134--135||no|no|yes|cdisc
FOXCA|1|Macalister/1945|277--278||no|no|yes|cdisc
FUERT|1|Macalister/1949|14--15||no|no|yes|cdisc
FUERT|1|Petrie/1878|12, Plate VII||no|no|yes|cdisc
FUERT|2|Macalister/1949|15, Plate IV||no|no|yes|cdisc
FUERT|2|Petrie/1878|12--13||no|no|yes|cdisc
GALPR|1|Macalister/1949|72--73||no|no|yes|cdisc
GALPR|1|Petrie/1872|74, Plate 73, Fig. 175||no|no|yes|minor
GALPR|2|Kendrick/1939|11||no|no|yes|cdisc
GALPR|2|Macalister/1949|72--73, Plate IV||no|no|yes|cdisc
GALPR|3|Kendrick/1939|9--10, Fig. 3||no|no|yes|cdisc
GALPR|3|Macalister/1949|73||no|no|no|minor
GALPR|4|Macalister/1949|73--74, Plate IV||no|no|yes|cdisc
GALPR|5|Macalister/1949|74, Plate XXXV||no|no|yes|cdisc
GALPR|6|Macalister/1949|74, Plate XXXVI||no|no|yes|minor
GALPR|7|Macalister/1949|74, Plate XXXV||no|no|yes|minor
GALPR|8|Macalister/1949|74--75, Plate XXXV||no|no|yes|minor
GALPR|9|Macalister/1949|75, Plate XXXV||no|no|yes|minor
GALPR|10|Macalister/1949|75, Plate XXXV||no|no|yes|minor
GALPR|11|Macalister/1949|75, Plate XXXV||no|no|yes|cdisc
GALPR|12|Macalister/1949|75, Plate XXXV||no|no|yes|cdisc
GALPR|13|Macalister/1949|75, Plate XXXVI||no|no|yes|cdisc
GALPR|14|Macalister/1949|75, Plate XLV||no|no|yes|cdisc
GALPR|15|Macalister/1949|76--77, Frontispiece.||yes|no|yes|cdisc
GAMIL|1|Macalister/1945|278--279||no|no|yes|cdisc
GAMIL|2|Macalister/1945|279||no|no|yes|minor
GAMIL|2|Ziegler/1994|207, 276||no|inc|no|cdisc
GARES|1|Gippert/Web|81||yes|no|yes|sdisc
GARES|1|Macalister/1945|83--84||yes|no|yes|cdisc
GEARS|1|McManus/1991|70--71||no|no|no|cdisc
GEARS|1|OSullivan/etal/1996|232||no|no|no|cdisc
GIGHA|1|Forsyth/1996|288--291||yes|no|no|cdisc
GLEBE|1|Macalister/1945|129--30||no|no|yes|cdisc
GLEBE|1|McManus/1991|49||no|no|no|minor
GLEBE|2|Macalister/1945|130||no|no|yes|cdisc
GLEBE|2|McManus/1991|49||no|no|no|minor
GLEBE|3|Macalister/1945|130||no|no|yes|cdisc
GLEBE|3|McManus/1991|49||no|no|no|minor
GLEND|1|Macalister/1949|81||no|no|no|cdisc
GLEND|1|Petrie/1878|59-60, Plate XXXII||no|no|yes|cdisc
GLEND|2|Macalister/1949|81--82, Plate XXXVII||no|no|yes|cdisc
GLEND|3|Macalister/1949|82||no|no|no|minor
GLEND|3|Petrie/1878|60, Fig. 68, Plate XXXIII||no|no|yes|minor
GLEND|4|Macalister/1949|82||no|no|no|minor
GLEND|4|Petrie/1878|60, Plate XXXIII||no|no|yes|cdisc
GLEND|5|Macalister/1949|82, Plate XXXVII||no|no|yes|cdisc
GLEND|5|Petrie/1878|60--61, Plate XXXIV||no|no|yes|cdisc
GLEND|6|Macalister/1949|82--83||no|no|no|minor
GLEND|6|Petrie/1878|60, Plate XXXIII, Fig. 70||no|no|yes|cdisc
GLEND|7|Macalister/1949|83, Plate XLII||no|no|yes|cdisc
GLEND|8|Macalister/1949|83, Plate XXXVI||no|no|yes|cdisc
GLEND|9|Macalister/1949|83--84, Plate LX||no|no|yes|cdisc
GLEND|10|Macalister/1949|84||no|no|no|minor
GLEND|11|Macalister/1949|84||no|yes|no|minor
GLEND|12|Macalister/1949|84--86, Plate XXXVI||no|no|yes|read
GLEND|13|Macalister/1949|86||no|no|no|minor
GLEND|13|Petrie/1878|58||no|no|no|minor
GLEWI|1|Macalister/1945|66--67||no|no|yes|cdisc
GLEWI|2|Gippert/web|64||yes|no|yes|cdisc
GLEWI|2|Macalister/1945|66, 68||yes|no|no|cdisc
GLHAN|1|Cuppage/etal/1986|204||no|no|no|cdisc
GLHAN|1|Macalister/1945|175--177||no|no|yes|cdisc
GLHAN|1|McManus/1991|54||no|no|no|minor
GLINS|1|Cuppage/etal/1986|255||no|no|no|cdisc
GLLOG|1|Macalister/1945|108--109||no|no|yes|cdisc
GLLOG|1|McManus/1991|49||no|no|no|minor
GLLOG|1|Power/etal/1997|167||no|no|no|cdisc
GLLRS|1|Cuppage/etal/1986|289||no|yes|no|cdisc
GLLRS|1|Macalister/1949|96, pls. XLI, XLII||no|no|yes|cdisc
GLNMO|1|Cuppage/etal/1986|255||no|no|no|cdisc
GLNMO|1|Macalister/1945|174--175||no|no|yes|cdisc
GLOON|1|Macalister/1949|122||no|no|no|cdisc
GLOON|2|Macalister/1949|122||no|no|no|cdisc
GLSHS|1|Power/etal/1994|63||no|no|no|cdisc
GOLPI|1|Forsyth/1996|301--307||yes|no|yes|sdisc
GORGH|1|Cuppage/etal/1986|226||no|no|yes|cdisc
GORGH|1|Macalister/1945|177--178||no|no|yes|cdisc
GORGH|1|McManus/1991|54||no|no|no|other
GOUR|1|Macalister/1907|52||yes|no|no|cdisc
GOUR|1|Macalister/1945|72||no|no|no|cdisc
GOUR|1|Power/etal/1992|125||no|no|no|cdisc
GOWRN|1|Gippert/Web|Ogham 32||yes|no|no|sdisc
GOWRN|1|Macalister/1945|37--38||no|no|yes|cdisc
GRANG|1|Macalister/1945|265||no|no|yes|cdisc
GRANG|1|McManus/1991|49||no|no|no|minor
GRENL|1|Macalister/1945|62||no|no|no|cdisc
GRENL|1|Power/etal/1997|168, Fig. 39||yes|no|no|cdisc
GRENL|2|Macalister/1945|62||no|no|yes|cdisc
GRENL|2|McManus/1991|93--94||no|no|no|other
GRENL|2|Power/etal/1997|168||no|no|no|cdisc
GRISL|1|Macalister/1945|48||no|no|yes|cdisc
GRISL|1|Moore/1996|149||no|no|no|list
GRMGH|1|Macalister/1945|38||no|no|no|minor
GRTMA|1|Macalister/1945|219, pl. on 220||yes|no|no|cdisc
GRTMA|1|McManus/1991|49||no|no|no|minor
GULV1|1|Macalister/1945|440|none|no|no|no|sdisc
GULV1|1|Okasha/1993|109--110|photograph|yes|no|no|sdisc
GULV1|1|Thomas/1994|271, fig. 16.9|photograph|yes|no|no|sdisc
GULV2|1|Langdon/1896|372--374|drawing|no|no|yes|sdisc
GULV2|1|Macalister/1945|440|none|no|no|no|minor
