SITE|STONE|BIB_REF|PAGES|ILLUSTRATI|PHOTO|MAP|DRAWING|VALUE
SCLEM|1|Macalister/1945|451--452||no|no|yes|cdisc
SCLEM|1|Okasha/1993|224--25, Fig. II.46||yes|no|no|cdisc
SCLEM|1|Thomas/1994|270, Fig. 15.7, 244, Fig. 17.18, 297||no|no|yes|cdisc
SCOLM|1|Macalister/1945|453--54||no|no|yes|cdisc
SCOLM|1|Okasha/1993|229--231||yes|no|no|cdisc
SCOLM|1|Thomas/1994|282--83, Fig. 17.4, right||no|no|yes|cdisc
SCRED|1|Langdon/1896|362--365, plate||no|no|yes|sdisc
SCRED|1|Macalister/1949|186, pl. LXII (1059)||no|no|no|cdisc
SCRED|1|Okasha/1993|251--253||yes|no|no|cdisc
SCRED|2|Langdon/1896|360--362||no|no|yes|sdisc
SCRED|2|Macalister/1949|185--186||no|no|no|cdisc
SCRED|2|Okasha/1993|255--258||yes|no|no|cdisc
SCRED|2|Thomas/1994|286--287, Fig. 17.9||no|no|yes|cdisc
SDAV1|1|Macalister/1945|425--426||no|no|yes|cdisc
SDAV1|1|Nash-Williams/1933|182||no|no|no|other
SDAV1|1|Nash-Williams/1950|205, Fig. 231||no|no|yes|cdisc
SDAV1|1|RCHAMW/1925|322||no|no|no|list
SDAV1|1|Rhys/1896|105||no|no|yes|cdisc
SDAV1|1|Rhys/1897a|126||no|no|no|other
SDAV1|1|RomillyAllen/1896|290, 301||no|no|no|list
SDAV1|1|Williams/1896|165--166||no|no|no|other
SDAV2|1|Anon/1864|352||no|no|no|minor
SDAV2|1|Anon/1900|79--80||no|no|yes|illus
SDAV2|1|Huebner/1876|35||no|no|yes|list
SDAV2|1|Macalister/1949|174--175||no|no|yes|cdisc
SDAV2|1|Nash-Williams/1950|207, Plate LIII, Fig. 235||yes|no|yes|cdisc
SDAV2|1|RCHAMW/1925|348||yes|no|no|other
SDAV2|1|Rhys/1873|6||no|no|no|minor
SDAV2|1|Rhys/1918|189||no|no|no|cdisc
SDAV2|1|RomillyAllen/1896|295, 304||no|no|no|list
SDAV2|1|Westwood/1856|50||no|no|no|cdisc
SDAV2|1|Westwood/1879|127--128||no|no|yes|cdisc
SDAV3|1|Macalister/1949|174, pl. LX||no|no|yes|cdisc
SDAV3|1|Nash-Williams/1950|208, Plate XLVIII||yes|no|no|cdisc
SDAV3|1|RCHAMW/1925|348||yes|no|no|list
SDAV3|1|RomillyAllen/1896|294||no|no|no|list
SDAV3|1|Westwood/1879|131, Plate LXV||no|no|yes|cdisc
SDAV3|2|Nash-Williams/1950|208--210||yes|no|no|cdisc
SDAV3|3|Anon/1922|444--445||yes|no|no|minor
SDAV3|3|DeanDavids/1892|78||no|no|no|cdisc
SDAV3|3|Macalister/1949|174--175||no|no|yes|cdisc
SDAV3|3|Nash-Williams/1950|210--211, Plate LVI||yes|no|no|cdisc
SDAV3|3|RCHAMW/1925|349||yes|no|no|cdisc
SDAV3|3|Rhys/1905|42||no|no|no|minor
SDAV3|3|RomillyAllen/1896|292, 303||no|no|no|list
SDAV3|3|Westwood/1892|78--79||no|no|yes|cdisc
SDAV3|4|Nash-Williams/1950|211, Plate LVI||yes|no|no|cdisc
SDAV3|4|RCHAMW/1925|349||yes|no|no|list
SDAV4|1|Craster/1957|118, Plate XXV||yes|no|no|cdisc
SDOGM|1|Brash/1869|155--156||no|no|yes|other
SDOGM|1|Huebner/1876|37||no|no|yes|list
SDOGM|1|Jones/1860|128--131||no|no|yes|sdisc
SDOGM|1|Macalister/1945|425--427||no|no|yes|cdisc
SDOGM|1|Nash-Williams/1950|211--213||yes|no|yes|cdisc
SDOGM|1|RCHAMW/1925|358||yes|no|no|list
SDOGM|1|Rhys/1873|5||no|no|no|minor
SDOGM|1|Rhys/1918|187||no|no|no|minor
SDOGM|1|RomillyAllen/1896|291, 299||no|no|no|list
SDOGM|1|Westwood/1879|215--216||no|no|yes|cdisc
SDOGM|2|Nash-Williams/1950|213, Plate XIX||yes|no|no|cdisc
SDOGM|2|RCHAMW/1925|358||yes|no|no|cdisc
SDOGW|1|Macalister/1922|212||no|no|no|other
SDOGW|1|Macalister/1922a|32||no|no|no|minor
SDOGW|1|Macalister/1945|427--428||no|no|yes|cdisc
SDOGW|1|Nash-Williams/1950|213, Fig. 243||no|no|yes|cdisc
SDOGW|1|RCHAMW/1925|364||no|no|no|list
SDOGW|1|RomillyAllen/1876|54--55||no|no|yes|sdisc
SDOGW|1|RomillyAllen/1896|292, 300||no|no|no|list
SDOGW|1|Westwood/1879|105--106||no|no|yes|cdisc
SEDRN|1|Macalister/1945|428||no|no|no|cdisc
SEDRN|1|Nash-Williams/1950|215, Plate LII, Fig. 244||yes|no|yes|cdisc
SEDRN|1|RCHAMW/1925|367||no|no|yes|cdisc
SEDRN|1|RomillyAllen/1883|263--264||no|no|yes|cdisc
SEDRN|1|RomillyAllen/1896|293, 303||no|no|no|cdisc
SEDRN|2|Nash-Williams/1950|215, Plate LII, Fig. 245||yes|no|yes|cdisc
SEDRN|2|RCHAMW/1925|367||no|no|yes|cdisc
SEDRN|2|RomillyAllen/1883|262--263||no|no|yes|cdisc
SEDRN|2|RomillyAllen/1896|293, 303||no|no|no|cdisc
SEIRK|1|Macalister/1949|39--40, Plate VIII||no|no|yes|cdisc
SENDL|1|Macalister/1945|456--457||no|no|yes|cdisc
SENDL|1|Okasha/1993|232--233||yes|no|no|cdisc
SENDL|1|Thomas/1994|263--264, Figs 16.4, 17.15, 17.17||no|no|yes|cdisc
SFORD|1|Macalister/1949|121||no|no|no|cdisc
SFORD|1|Petrie/1878|72, Fig. 79||no|no|no|cdisc
SHANK|1|McManus/1991|75--76||no|no|no|cdisc
SHILL|1|Macalister/1945|464--465||no|no|no|cdisc
SHILL|1|Okasha/1993|264--266||yes|no|no|cdisc
SHILL|1|Thomas/1994|278, 293--294 Fig. 17.15, 17.17||no|no|yes|cdisc
SHLRY|1|Macalister/1945|460||no|no|no|cdisc
SHLRY|1|Okasha/1993|236--237||yes|no|no|cdisc
SHLRY|1|Thomas/1994|289--290||no|no|yes|cdisc
SHNKL|1|Macalister/1949|109--110, pl. XLIV||no|no|yes|cdisc
SILCH|1|Macalister/1945|473--5||yes|no|no|cdisc
SISHM|1|Evans/1907|64--65|yes|yes|no|no|illus
SISHM|1|Macalister/1945|358--359|yes|no|no|yes|sdisc
SISHM|1|Nash-Williams/1950|119--120, Plate IX, Fig. 130|yes|yes|no|yes|cdisc
SISHM|1|Rhys/1877b|141|no|no|no|no|cdisc
SISHM|1|Rhys/1907|67--75|yes|no|no|yes|sdisc
SISHM|1|Westwood/1879|85, Plate XLV,Fig. 1|yes|no|no|yes|cdisc
SISHM|2|Evans/1907|63--65|yes|yes|no|no|cdisc
SISHM|2|Macalister/1945|359|yes|no|no|yes|sdisc
SISHM|2|Nash-Williams/1950|120, Plate XI, Fig. 131|Plate XI, fig 131|yes|no|yes|cdisc
SISHM|2|Rhys/1907|66--75|yes|no|no|yes|cdisc
SISML|1|Edwards/forthcoming|n/a||yes|no|no|cdisc
SISML|1|RCAHMW/1925|374, fig. 312(iv)||no|no|yes|cdisc
SJUST|1|Macalister/1945|461--462||no|no|yes|cdisc
SJUST|1|Okasha/1993|243--45||yes|no|no|cdisc
SJUST|1|Thomas/1994|286--7, Fig. 17.10, Figs. 17.16, 1, 294, Fig. 17.17, 295||no|no|yes|cdisc
SLIAN|1|Huebner/1876|41||no|no|no|list
SLIAN|1|Macalister/1928|295--296||no|no|yes|illus
SLIAN|1|Macalister/1945|339--340||no|no|yes|cdisc
SLIAN|1|Nash-Williams/1950|104, Plate IX, Fig. 102||yes|no|yes|cdisc
SLIAN|1|Rhys/1873|4||no|no|no|other
SLIAN|1|Thomas/WG/1994|414, Plate XX||yes|no|no|cdisc
SLIAN|1|Westwood/1879|137, Plate LXVI, Fig. 1||no|no|yes|cdisc
SNCL1|1|Macalister/1945|429--430||no|no|yes|cdisc
SNCL1|1|Nash-Williams/1950|217, Fig, 250||no|no|yes|cdisc
SNCL1|1|RCHAMW/1925|lii--liii, 379--380||yes|no|yes|cdisc
SNCL1|1|Rhys/1898a|54||no|no|yes|cdisc
SNCL1|2|Macalister/1945|429--430||no|no|yes|minor
SNCL1|2|Nash-Williams/1950|217, Fig. 249||no|no|yes|cdisc
SNCL1|2|RCHAMW/1925|lii, 379--380||yes|no|yes|cdisc
SNCL1|2|Rhys/1898a|54, 58 & fig.||no|no|yes|cdisc
SNCL2|1|Huebner/1876|35||no|no|yes|list
SNCL2|1|Macalister/1945|428--429||no|no|yes|cdisc
SNCL2|1|Nash-Williams/1950|217, Fig. 251||no|no|yes|cdisc
SNCL2|1|RCHAMW/1925|379||yes|no|yes|cdisc
SNCL2|1|Rhys/1873|6||no|no|no|minor
SNCL2|1|Rhys/1905|85||no|no|no|minor
SNCL2|1|RomillyAllen/1896|292, 302||no|no|no|cdisc
SNCL2|1|Westwood/1856|49||no|no|yes|cdisc
SNCL2|1|Westwood/1879|126||no|no|yes|cdisc
SOURT|1|Macalister/1945|470--471||no|no|yes|cdisc
SOURT|1|Okasha/1993|260--262||yes|no|no|cdisc
SOURT|1|Thomas/1994|281, Fig. 17.17||no|no|no|cdisc
SPOLE|1|Huebner/1876|34||no|no|yes|list
SPOLE|1|Macalister/1945|431||no|no|yes|cdisc
SPOLE|1|Nash-Williams/1950|217||no|no|no|cdisc
SPOLE|1|Rhys/1873|6||no|no|no|minor
SPOLE|1|RomillyAllen/1896|291, 301||no|no|no|list
SPTTL|1|Anon/1883|339||no|no|no|minor
SPTTL|1|Anon/1898|281||no|no|no|minor
SPTTL|1|Huebner/1876|35||no|no|yes|list
SPTTL|1|Macalister/1945|430||no|no|yes|cdisc
SPTTL|1|Nash-Williams/1950|217||yes|no|no|cdisc
SPTTL|1|RCAHMW/1925|385||no|no|no|list
SPTTL|1|Rhys/1897|330||no|no|no|other
SPTTL|1|Rhys/1918|188||no|no|no|minor
SPTTL|1|RomillyAllen/1896|292, 302||no|no|no|list
SPTTL|1|Westwood/1879|109||no|no|yes|cdisc
STISL|1|Macalister/1945|301--303||no|no|yes|cdisc
STKEW|1|Macalister/1945|462||no|no|yes|minor
STKEW|1|Okasha/1993|248--249, Fig. II.52||yes|no|no|cdisc
STKEW|1|Thomas/1994|240--241, 294||yes|no|yes|sdisc
STNTN|1|Anon/1922|434--435||yes|no|no|minor
STNTN|1|Caroe/1917|127--128||no|no|no|cdisc
STNTN|1|Macalister/1945|432--433||no|no|yes|cdisc
STNTN|1|Nash-Williams/1950|217--219||yes|no|yes|cdisc
STNTN|1|RCHAMW/1925|391||no|no|no|list
STNTN|1|Rhys/1881|217--218||no|no|no|cdisc
STNTN|1|Rhys/1897|326--327||yes|no|no|cdisc
STNTN|1|Rhys/1918|190--191||no|no|no|cdisc
STNTN|1|RomillyAllen/1896|292, 300||no|no|no|list
STNTN|1|Westwood/1880|292--293||no|no|yes|cdisc
STWFD|1|Macalister/1949|187, Plate LXII (1061)||no|no|no|cdisc
STWFD|1|Okasha/1993|268--269||yes|no|no|cdisc
STWFD|1|Thomas/1994|290, 317||no|no|no|minor
SVNSS|1|Anon/1886|340||no|no|yes|cdisc
SVNSS|1|Anon/1920|374||no|no|no|minor
SVNSS|1|Huebner/1876|28||no|no|yes|list
SVNSS|1|Macalister/1930|422--423||no|no|no|minor
SVNSS|1|Macalister/1945|379, fig. on 375||no|no|yes|cdisc
SVNSS|1|Nash-Williams/1950|166, pl. XII||yes|no|no|cdisc
SVNSS|1|RCHAMW/1976|36, pl. 1||yes|no|no|cdisc
SVNSS|1|Rhys/1873|8||no|no|no|minor
SVNSS|1|Rhys/1874|332||no|no|no|cdisc
SVNSS|1|Westwood/1865|59--62||no|no|no|sdisc
SVNSS|1|Westwood/1879|6, pl. II, 3||no|no|yes|cdisc
TALYB|1|Lhwyd/1910|91||no|no|yes|cdisc
TALYB|1|Macalister/1949|139||no|no|no|cdisc
TALYB|1|Nash-Williams/1950|81||no|no|yes|cdisc
TAWNA|1|Macalister/1945|437--438||no|no|yes|cdisc
TAWNA|1|Okasha/1993|288--289||yes|no|no|cdisc
TBYAN|1|Macalister/1945|441||no|no|yes|cdisc
TBYAN|1|Okasha/1993|296--297||yes|no|no|cdisc
TBYAN|1|Thomas/1994|328||no|no|no|minor
TCKML|1|Okasha/1993|317||no|no|no|minor
TCKML|1|Thomas/1967a|162||no|no|no|cdisc
TCROM|1|Okasha/1993|302--303||yes|no|no|minor
TCROM|1|Thomas/1994|330||no|no|no|list
TCSTL|1|Macalister/1945|326--27||no|no|yes|cdisc
TCSTL|1|Nash-Williams/1950|81--82||yes|no|yes|cdisc
TCSTL|1|Robinson/1878|221--24||no|no|yes|sdisc
TCSTL|1|Westwood/1876|76--77||no|no|yes|cdisc
TEMAN|1|Macalister/1945|81||yes|no|no|cdisc
TEMAN|1|McManus/1991|49, 54||no|no|no|minor
TEMAN|1|Power/etal/1992|125||no|no|no|cdisc
TERMY|1|Macalister/1945|234--235||yes|no|no|cdisc
TERMY|1|OSullivan/Sheehan/1996|315, fig. 206||no|no|yes|cdisc
TFEIC|1|Macalister/1949|42, Plate XXXVII||no|no|yes|cdisc
TFLYS|1|Macalister/1945|372--373||no|no|yes|cdisc
TFLYS|1|Nash-Williams/1950|93, pl. III||yes|no|no|cdisc
TFLYS|1|Rhys/1907|92--93||yes|no|no|sdisc
TFLYS|1|RomillyAllen/1905|70--72||no|no|yes|sdisc
TGARN|1|Macalister/1949|141, Plate LII||no|no|yes|cdisc
TGARN|1|Nash-Williams/1950|104--106, Plate XVII||yes|no|no|cdisc
TGARN|1|Westwood/1879|143, Plate LXIX, LXXI||no|no|yes|cdisc
TGARN|2|Huebner/1876|42||no|no|yes|list
TGARN|2|Macalister/1945|340--341||no|no|yes|cdisc
TGARN|2|Nash-Williams/1950|104, Plate X, Fig. 104||yes|no|yes|cdisc
TGARN|2|Westwood/1879|144, Plate LXXI, Fig. 2||no|no|no|cdisc
TGENE|1|Higgins/1987|288, Fig. 19, Pl. 12B||yes|no|yes|cdisc
TGENE|1|Macalister/1949|5||no|no|no|
TGENE|2|Higgins/1987|383, Fig. 99, Pl. 50A||yes|no|yes|cdisc
TGENE|2|Macalister/1949|5, Plate II||no|no|yes|cdisc
TGONY|1|Macalister/1945|438--439||no|no|no|cdisc
TGONY|1|Okasha/1993|299--300||yes|no|no|cdisc
TGONY|1|Thomas/1994|283--284, Fig. 17.15||no|no|yes|cdisc
THILL|1|Thomas/1994|288, 330||no|no|no|cdisc
THOTO|1|McManus/1991|73--75, Plate 3||yes|no|no|cdisc
TIHIL|1|Macalister/1949|42, Plate XXXVII||no|no|yes|minor
TIHIL|2|Macalister/1949|42||no|no|no|list
TINAH|1|Macalister/1945|249--251||no|no|yes|cdisc
TINAH|2|Macalister/1945|249--251||no|no|yes|cdisc
TIRPH|1|Anon/1901|57||no|no|yes|minor
TIRPH|1|Fox/1939|35--36||yes|yes|no|other
TIRPH|1|Hubner/1876|21||no|no|yes|list
TIRPH|1|Jones/1862|220--222||no|no|yes|cdisc
TIRPH|1|Macalister/1945|379--380||no|no|yes|cdisc
TIRPH|1|Nash-Williams/1950|166, pl. XIV||yes|no|no|cdisc
TIRPH|1|RCHAMW/1976|36, pl. 2||yes|no|no|cdisc
TIRPH|1|Rhys/1873|9||no|no|no|minor
TIRPH|1|Stephens/1862|130||no|no|no|cdisc
TIRPH|1|Westwood/1876|34--35, pl. XXIV||no|no|yes|cdisc
TISAR|1|Macalister/1949|78, Plate XLII||no|no|yes|minor
TLGMO|1|Macalister/1945|124--125||no|no|yes|cdisc
TMINE|1|Gippert/Web|Ogham 17||yes|no|no|sdisc
TMINE|1|Macalister/1945|20||no|no|yes|cdisc
TMOUN|1|Macalister/1945|303--304||no|no|yes|cdisc
TMYLE|1|Higgins/1987|272--273, Fig. 4, Pl. 13A||yes|no|yes|cdisc
TNTGL|1|Langdon/1896|366--68||no|no|yes|sdisc
TNTGL|1|Macalister/1949|187, PLate LXI (1060)||no|no|yes|cdisc
TNTGL|1|Okasha/1993|291--294||yes|no|no|cdisc
TNTIS|1|deBruxelles/1998|5||yes|no|yes|cdisc
TNTIS|1|Morris/1998|84--88||yes|yes|no|cdisc
TNTIS|1|Morris/1999|6--9||no|no|yes|cdisc
TOOCU|1|Macalister/1945|290--291||no|no|yes|cdisc
TOURP|1|Macalister/1949|100, Plate XLIV||no|no|yes|cdisc
TOURP|2|Macalister/1949|100, Plate XLIV||no|no|yes|cdisc
TOURP|3|Macalister/1949|100, Plate XLIV||no|no|yes|cdisc
TOURP|4|Macalister/1949|100, Plate XLV||no|no|yes|cdisc
TOURP|5|Macalister/1949|101||no|no|no|cdisc
TOURP|6|Macalister/1949|101, Plate LXIV||no|no|yes|minor
TOURP|7|Macalister/1949|101||no|no|no|minor
TOURP|8|Macalister/1949|101||no|no|no|minor
TOURP|8|Moloney/1964|99--100||yes|no|no|sdisc
TOURP|9|Lionard/1961|104, Fig. 3.3||no|no|yes|illus
TOURP|9|Macalister/1949|213||no|no|no|list
TOURP|9|Moloney/19641|105, 106||yes|no|no|cdisc
TOURP|10|Macalister/1949|213||no|no|no|list
TOURP|11|Macalister/1949|213||no|no|no|list
TOURP|12|Macalister/1949|213||no|no|no|list
TOURP|13|Macalister/1949|213||no|no|no|list
TOURP|14|Macalister/1949|213||no|no|no|list
TOURP|15|Macalister/1949|213||no|no|no|list
TOURP|16|Macalister/1949|213||no|no|no|list
TOURP|17|Macalister/1949|213||no|no|no|list
TOURP|18|Macalister/1949|213||no|no|no|list
TOURP|19|Macalister/1949|213||no|no|no|list
TOURP|20|Macalister/1949|213||no|no|no|list
TOURP|21|Macalister/1949|213||no|no|no|list
TOURP|22|Macalister/1949|213||no|no|no|list
TOURP|23|Macalister/1949|213||no|no|no|cdisc
TOURP|23|Moloney/1964|102||yes|no|no|cdisc
TOURP|24|Macalister/1949|213||no|no|no|list
TOURP|25|Macalister/1949|213||no|no|no|list
TOURP|26|Macalister/1949|213||no|no|no|list
TOURP|27|Macalister/1949|213||no|no|no|list
TOURP|28|Macalister/1949|213||no|no|no|list
TOURP|29|Macalister/1949|213||no|no|no|list
TOURP|30|Macalister/1949|213||no|no|no|list
TOURP|31|Macalister/1949|213||no|no|no|list
TPBNN|1|Higgins/1987|327||no|no|yes|minor
TPBNN|1|Macalister/1949|4||no|no|yes|list
TPBNN|2|Higgins/1987|380, Fig. 96, Pl. 49A||yes|no|yes|cdisc
TPBNN|2|Macalister/1949|4, Plate I||no|no|yes|cdisc
TPBNN|3|Higgins/1987|287, Fig. 18||no|no|yes|cdisc
TPBNN|3|Macalister/1945|4--5||no|no|no|cdisc
TPBNN|3|Petrie/1872|22, Fig. 31, Pl. 15||no|no|yes|cdisc
TPBNN|3|Petrie/1878|22, Fig. 31, Pl. 15||no|no|yes|cdisc
TRALE|1|Macalister/1945|251--252||no|no|no|cdisc
TRAWS|1|Gresham/1985|386--389||yes|no|yes|sdisc
TRAWS|1|Huebner/1876|46||no|no|no|list
TRAWS|1|Lhwyd/1910|89||no|no|yes|other
TRAWS|1|Macalister/1945|396--397||no|no|yes|cdisc
TRAWS|1|Nash-Williams/1950|174, Plate XIV, Fig. 187||yes|no|yes|cdisc
TRAWS|1|Westwood/1876|158--160||no|no|yes|cdisc
TRLLW|1|Anon/1872|389||no|no|no|minor
TRLLW|1|Hubner/1876|17||no|no|yes|list
TRLLW|1|Macalister/1945|328--29||no|no|yes|cdisc
TRLLW|1|Nash-Williams/1950|82||yes|no|yes|cdisc
TRLLW|1|Rhys/1873|9||no|no|no|other
TRLLW|1|Westwood/1876|60--61||no|no|yes|cdisc
TRSCO|1|Macalister/1945|462--464||no|no|yes|cdisc
TRSCO|1|Okasha/1993|304--305||yes|no|no|cdisc
TRSCO|1|Thomas/1985a|178||no|no|yes|cdisc
TRSCO|1|Thomas/1994|271, 273, Fig. 16.10||no|no|yes|cdisc
TRVNG|1|Langdon/1896|6, 20, 22||no|no|yes|cdisc
TRVNG|1|Macalister/1945|461||no|no|no|cdisc
TRVNG|1|Okasha/1993|312--314||no|no|yes|cdisc
TRVNG|1|Thomas/1994|284--285, 329||no|no|yes|cdisc
TRWSF|1|Hemp/Gresham/1961|154--55||no|no|yes|cdisc
TSLTN|1|Langdon/Allen/1895|58||no|no|yes|list
TSLTN|1|Macalister/1949|177||no|no|yes|cdisc
TSLTN|1|Okasha/1993|307--309||yes|no|no|cdisc
TSLTN|1|Thomas/1967a|103--105||no|no|yes|sdisc
TSLTN|1|Thomas/1994|329||no|no|no|list
TUAM|1|Higgins/1987|379, Fig. 95||no|no|yes|cdisc
TUAM|1|Macalister/1949|1||no|no|yes|cdisc
TUAM|2|Harbison/1992|175--176, Figs. 600-613||yes|no|no|sdisc
TUAM|2|Macalister/1945|2--3||no|no|yes|sdisc
TUAM|2|Macalister/1949|2--3||no|no|yes|sdisc
TUAMG|1|Macalister/1949|92||no|no|no|cdisc
TULHE|1|Macalister/1945|39--40||no|no|yes|cdisc
TULLA|1|Gippert/Web|Ogham 6||yes|no|yes|sdisc
TULLA|1|Macalister/1945|8--9|drawing|no|no|yes|cdisc
TULYS|1|Henderson/Okasha/1992|1-5, 15-17, 22-35, Plate II||yes|no|no|sdisc
TULYS|1|Henderson/Okasha/1997|9||no|no|no|minor
TULYS|1|Macalister/1949|92--94||yes|no|no|cdisc
TULYS|2|Henderson/Okasha/1992|3, Plate Ic||yes|no|no|cdisc
TULYS|3|Henderson/Okasha/1992|1,3, Plate Ic||yes|no|no|cdisc
TULYS|4|Henderson/Okasha/1992|1,3, 6, Plate Id||yes|no|no|cdisc
TULYS|5|Henderson/Okasha/1992|3, 6, Plate 1e||no|no|yes|cdisc
TVRRK|1|Okasha/1993|310--311||yes|no|no|cdisc
TVRRK|1|Thomas/1994|334||no|no|no|minor
TVST1|1|Macalister/1945|472||no|no|no|cdisc
TVST1|1|Okasha/1993|271--272||yes|no|no|cdisc
TVST2|1|Macalister/1945|471--472||no|no|no|cdisc
TVST2|1|Okasha/1993|274--275||yes|no|no|cdisc
TVST2|1|Thomas/1994|266--267, Fig. 16.5||yes|no|no|cdisc
TVST3|1|Macalister/1945|467--468||no|no|no|cdisc
TVST3|1|Okasha/1993|278--279||yes|no|no|cdisc
TVST3|1|Thomas/1994|265--266, Fig. 16.5||yes|no|no|cdisc
TVST4|1|Okasha/1993|282--283||no|no|yes|cdisc
TVST4|2|Okasha/1993|285--286||no|no|yes|cdisc
TWINT|1|Langdon/1896|422||no|no|no|cdisc
TWINT|1|Macalister/1945|467||no|no|no|minor
TWINT|1|Macalister/1949|176||no|no|no|cdisc
TWINT|1|Okasha/1993|315--316||yes|no|no|cdisc
TWYFO|1|Harbison/1992|26--28, Figs.70-73||yes|no|yes|sdisc
TWYFO|1|Macalister/1945|79||no|no|yes|minor
TWYN1|1|Huebner/1876|44||no|no|yes|list
TWYN1|1|Macalister/1949|169||no|no|no|cdisc
TWYN1|1|Nash-Williams/1950|172||no|no|yes|cdisc
TWYN1|1|Westwood/1876|160||no|no|yes|cdisc
TWYN1|2|Macalister/1945|167--68||no|no|yes|cdisc
TWYN1|2|Nash-Williams/1950|172||yes|no|yes|cdisc
TWYN1|2|Westwood/1876|158||no|no|no|cdisc
UNPR1|1|Macalister/1949|115||no|no|no|cdisc
VAENR|1|Hubner/1876|19||no|no|yes|list
VAENR|1|Macalister/1949|132--33||no|no|no|cdisc
VAENR|1|Nash-Williams/1950|82||no|no|yes|cdisc
VAENR|1|Westwood/1876|66||no|no|yes|cdisc
VRTOU|1|Costa/1964|no. 211|yes|yes|no|no|cdisc
VRTOU|1|Guigon/1994|75|no|no|no|no|cdisc
VSCHE|1|Guigon/Bardel/1989|335-336|yes, 336|no|no|yes|cdisc
VSCHE|2|Guigon/1994|61|no|no|no|no|minor
VSCHE|2|Guigon/Bardel/1989|336|no|no|no|no|minor
WHFLD|1|Gippert/Web|215||no|no|yes|cdisc
WHFLD|1|Macalister/1945|208--209||no|no|yes|cdisc
WHFLD|1|OSullivan/etal/1996|236||no|no|no|cdisc
WHFLD|2|Gippert/Web|216||yes|no|yes|sdisc
WHFLD|2|Macalister/1945|209--210||no|no|yes|minor
WHFLD|2|OSullivan/etal/1996|236||no|no|no|cdisc
WHFLD|3|Gippert/Web|217||yes|no|yes|sdisc
WHFLD|3|Macalister/1945|211||no|no|yes|cdisc
WHFLD|3|OSullivan/etal/1996|236||no|no|no|cdisc
WHFLD|4|Gippert/Web|218||no|no|yes|sdisc
WHFLD|4|Macalister/1945|211--212||no|no|yes|cdisc
WHFLD|4|OSullivan/etal/1996|236||no|no|no|cdisc
WHFLD|5|Macalister/1945|212--213||no|no|yes|cdisc
WHFLD|5|OSullivan/etal/1996|245||no|no|no|cdisc
WHISL|1|Macalister/1949|124||no|no|no|cdisc
WHSTL|1|Okasha/1993|326--327||yes|no|no|cdisc
WINDG|1|Macalister/1945|295--296||no|no|yes|cdisc
WINDG|2|Macalister/1945|296||no|no|no|cdisc
WLTNW|1|Kay/1958|122--123, Plate XIII||yes|no|no|sdisc
WLTWN|1|Macalister/1945|438||no|no|no|cdisc
WLTWN|1|Okasha/1993|322--324||yes|no|no|cdisc
WLTWN|1|Thomas/1994|265, Fig. 17.15, No. 1, 294||no|no|yes|illus
WNESS|1|Forsyth/1996|495-497, and figures.||yes|no|yes|sdisc
WNSFD|1|Macalister/1945|476--477||no|no|yes|cdisc
WNSFD|1|Okasha/1993|329--330||yes|no|no|cdisc
WNSFD|1|Thomas/1994|288--289||no|no|yes|minor
WPITD|1|Langdon/1896|374--377, pl.||no|no|yes|sdisc
WPITD|1|Macalister/1949|180||no|no|no|minor
WPITD|1|Okasha/1993|318-320||yes|no|no|cdisc
WRHAM|1|RCHAME/1970|308; 310--312, pls. 165--166||yes|no|yes|sdisc
WRHAM|2|Macalister/1949|188--89, pl. LXIII 1064||no|no|yes|cdisc
WRHAM|2|RCHAME/1970|308, pls. 165--166||yes|no|yes|cdisc
WRHAM|3|Macalister/1949|188||no|no|yes|cdisc
WRHAM|3|RCHAME/1970|308; 311 pls. 165--166||yes|no|yes|cdisc
WRHAM|4|Macalister/1949|189, pl. LXIII, 1065||no|no|yes|cdisc
WRHAM|4|RCHAME/1970|308; 312, pls. 165--166||yes|no|yes|cdisc
WRHAM|5|Macalister/1949|188, pl. LXIII, 1063||no|no|yes|minor
WRHAM|5|RCHAME/1970|308; 312, pls. 165--66||yes|no|yes|cdisc
WRXTR|1|Wright/Jackson/1968|296--97||yes|no|no|sdisc
WVALE|1|Macalister/1945|447--448||no|no|no|cdisc
WVALE|1|Okasha/1993|333--335||yes|no|no|cdisc
WVALE|1|Thomas/1994|263--264||yes|no|no|cdisc
YFLL1|1|Anon/1901|68||no|no|no|cdisc
YFLL1|1|Hubner/1876|18||no|no|no|list
YFLL1|1|Macalister/1945|331||no|no|no|cdisc
YFLL1|1|Nash-Williams/1950|82||yes|no|no|cdisc
YFLL1|1|Westwood/1876|64--65, Plate XXXVI, Fig. 1||no|no|yes|cdisc
YFLL2|1|Anon/1901|66||no|no|yes|cdisc
YFLL2|1|Hubner/1876|18||no|no|yes|list
YFLL2|1|Macalister/1922|210||no|no|no|cdisc
YFLL2|1|Macalister/1945|331--332||no|no|yes|cdisc
YFLL2|1|Nash-Williams/1950|82, Fig. 59||yes|no|yes|cdisc
YFLL2|1|Westwood/1876|70--71||no|no|yes|cdisc
YGYNL|1|Hubner/1876|20||no|no|yes|list
YGYNL|1|Macalister/1945|332--333||no|no|yes|cdisc
YGYNL|1|Nash-Williams/1950|82||yes|no|yes|cdisc
YGYNL|1|Westwood/1876|63||no|no|yes|cdisc
YGYNL|2|Hubner/1876|||no|no|yes|list
