SITE|STONE|INSCRIPTIO|BIB_REF|PAGES|ILLUSTRATI|PHOTO|DRAWING|VALUE
MMAWR|1|1|RCHAMW/1976|37, pl. 1||yes|no|cdisc
MMAWR|1|1|Rhys/1873|9||no|no|cdisc
MMAWR|1|1|Rhys/1899|163--164||no|no|minor
MMAWR|1|1|Westwood/1856|251, 319--320||no|yes|cdisc
MMAWR|1|1|Westwood/1876|8, pl. II, fig. 5||no|yes|cdisc
MMWR2|1|1|Anon/1932|369--370||no|no|cdisc
MMWR2|1|1|Huebner/1876|25||no|no|list
MMWR2|1|1|Macalister/1949|162, pl. LIX||no|yes|cdisc
MMWR2|1|1|Nash-Williams/1950|154, pl. XLII, fig. 169||yes|yes|cdisc
MMWR2|1|1|RCHAMW/1976|57--58, pl. 18 & fig. 15||yes|yes|cdisc
MMWR2|1|1|Rhys/1873|8||no|no|cdisc
MMWR2|1|1|Rhys/1899|158--163||yes|no|sdisc
MMWR2|1|1|Westwood/1879|16--17, pl. X||no|yes|sdisc
MMWR3|1|1|Anon/1928|370--371||no|no|cdisc
MMWR3|1|1|Huebner/1876|25||no|no|list
MMWR3|1|1|Macalister/1928|309--310||no|no|other
MMWR3|1|1|Macalister/1949|161, pl. LIX||no|yes|cdisc
MMWR3|1|1|Nash-Williams/1950|155, pl. XLIV, fig. 170||yes|yes|cdisc
MMWR3|1|1|RCHAMW/1976|57, pl. 19||yes|no|cdisc
MMWR3|1|1|Rhys/1873|8||no|no|cdisc
MMWR3|1|1|Rhys/1899|156--158||yes|no|sdisc
MMWR3|1|1|Rhys/1905|38--41||no|no|sdisc
MMWR3|1|1|Westwood/1879|17--19, pl. XI||no|yes|cdisc
MNCLO|1|1|Anon/1894|82||no|yes|minor
MNCLO|1|1|Macalister/1945|421--422||no|yes|read
MNCLO|1|1|NashWilliams/1950|193, Plate XV, Fig. 218||yes|yes|read
MNCLO|1|1|RCHAMW/1925|207||no|no|list
MNCLO|1|1|Robinson/1876|142||no|yes|cdisc
MNCLO|1|1|Westwood/1879|86||no|yes|cdisc
MNTRI|1|1|Macalister/1945|120||no|yes|cdisc
MNTRI|1|1|Power/etal/1997|167||no|no|minor
MNTRI|2|1|Macalister/1945|120--121||no|yes|cdisc
MNTRI|2|1|McManus/1991|171, note 19||no|no|other
MNTRI|2|1|Power/etal/1997|170||no|no|cdisc
MNTRU|1|1|Macalister/1945|254--255||yes|yes|cdisc
MONAI|1|1|Macalister/1949|102||no|no|cdisc
MONAI|1|1|Petrie/1878|36, pl. XXIII, fig. 49||no|yes|cdisc
MONAI|2|1|Macalister/1949|102, pl. XLI||no|yes|cdisc
MONAI|2|1|Petrie/1878|37, pl. XXIV, Fig. 50||no|yes|cdisc
MONAI|3|1|Macalister/1949|102||no|no|cdisc
MONAI|3|1|Petrie/1878|37, pl. XXIV, Plate 51||no|yes|cdisc
MONAT|1|1|Macalister/1945|116--117||no|yes|cdisc
MONAT|1|2|Macalister/1945|116--118||no|yes|sdisc
MONAT|1|2|Ziegler/1994|246||no|no|other
MONAT|2|1|Macalister/1945|118--119||no|yes|cdisc
MONAT|2|1|Ziegler/1994|164||no|no|other
MONAT|3|1|Macalister/1945|119||no|yes|cdisc
MONAT|3|1|Ziegler/1994|142||no|no|other
MONAT|4|1|Macalister/1945|119||no|yes|cdisc
MONAT|4|1|Ziegler/1994|246--247||no|no|other
MRAME|1|1|Cuppage/etal/1986|256, Fig. 137b||no|yes|cdisc
MRAME|1|1|Macalister/1945|184--185||no|yes|cdisc
MRAME|1|1|McManus/1991|65||no|no|read
MRAME|1|1|Ziegler/1994|220||no|no|other
MRSTN|1|1|Macalister/1949|97||no|no|cdisc
MRTHR|1|1|Huebner/1876|88|yes|no|yes|illus
MRTHR|1|1|Jackson/1953|290--291|no|no|no|cdisc
MRTHR|1|1|Macalister/1945|361|yes|no|yes|
MRTHR|1|1|Nash-Williams/1950|118|Plate XI, fig. 127|yes|yes|cdisc
MRTHR|1|1|Westwood/1879|99, Pl. L, Fig. 3|Plate 50, fig 3|no|yes|cdisc
MTDFL|1|1|Anon/1901|61||no|yes|cdisc
MTDFL|1|1|Huebner/1876|21||no|yes|list
MTDFL|1|1|Macalister/1949|163, pl. LVIII||no|yes|cdisc
MTDFL|1|1|Nash-Williams/1950|157, pl. XVIII, fig. 171||yes|yes|cdisc
MTDFL|1|1|RCHAMW/1976|40, pl. 3||yes|no|cdisc
MTDFL|1|1|Rhys/1873|9||no|no|minor
MTDFL|1|1|Westwood/1879|5--6, pl. II, fig. 2||no|yes|cdisc
MTHRY|1|1|Jackson/1953|140, 620, note 2||no|no|other
MTHRY|1|1|Macalister/1945|422||no|no|read
MTHRY|1|1|Nash-Williams/1937|325--328||no|yes|cdisc
MTHRY|1|1|NashWilliams/1950|195, Fig. 218a, Plate IV||yes|yes|cdisc
MTHRY|1|1|RCHAMW/1925|223--224||no|yes|cdisc
MTHRY|1|2|Jackson/1953|140, 620, note 2||no|no|other
MTHRY|1|2|Macalister/1945|422||no|no|minor
MTHRY|1|2|Nash-Williams/1937|326, 328||no|no|cdisc
MTHRY|1|2|NashWilliams/1950|195||no|no|minor
MUSIC|1|1|Macalister/1945|131||no|yes|cdisc
MUSIC|1|1|Ziegler/1994|207||no|no|other
MVILE|1|1|Lionard/1961|111, fig. 9.7||no|yes|illus
MVILE|1|1|Macalister/1949|121, pl. XLVI||no|yes|list
MVILE|1|1|Petrie/1878|72, pl. XXXVIII, 78||no|yes|cdisc
MWROG|1|1|Macalister/1945|397||no|no|cdisc
MWROG|1|1|Nash-Williams/1950|172||no|yes|cdisc
MWROG|1|1|Westwood/1876|157||no|yes|cdisc
NANSW|1|1|Huebner/1876|5||no|yes|cdisc
NANSW|1|1|Macalister/1945|450||no|yes|cdisc
NANSW|1|1|Okasha/1993|189--91||yes|no|cdisc
NANSW|1|1|Thomas/1994|243, 262|262, Fig. 15.5, 243|no|yes|cdisc
NANTC|1|1|Webley/1958|124||no|yes|cdisc
NANTD|1|1|Hubner/1876|19||no|yes|cdisc
NANTD|1|1|Macalister/1945|318--19||no|yes|cdisc
NANTD|1|1|Nash-Williams/1950|79||no|no|cdisc
NANTD|1|1|Westwood/1876|54--55, Plate XXXII, Fig. 3||no|yes|cdisc
NBRGH|1|1|Huebner/1876|52|yes|no||illus
NBRGH|1|1|Hughes/1924|55-56|yes|no||illus
NBRGH|1|1|Jackson/1953|161, 188, 385, 502, 620, 631|no|no||other
NBRGH|1|1|Jones/1846a|428--429|yes|no||illus
NBRGH|1|1|Macalister/1949|129, plate xlix|yes|no||sdisc
NBRGH|1|1|Nash-Williams/1950|63, fig 34, plate xxix|yes|yes||sdisc
NBRGH|1|1|Prichard/1898|288--290|yes|no||illus
NBRGH|1|1|RCAHMW/1937|civ-cv|yes|no||read
NBRGH|1|1|Westwood/1879|187--188|yes|no||sdisc
NBRGH|1|1|Williams/1980|17-18|no|no||sdisc
NBRTH|1|1|Macalister/1945|423||no|no|cdisc
NBRTH|1|1|Nash-Williams/1950|195, Fig. 222||no|yes|cdisc
NBRTH|1|1|RCHAMW/1925|250||no|yes|cdisc
NBRTH|1|1|Westwood/1882|41--42||no|yes|cdisc
NEVRN|1|1|Anon/1905|167||no|no|minor
NEVRN|1|1|Anon/1922|500||yes|no|minor
NEVRN|1|1|Jackson/1953|174||no|no|other
NEVRN|1|1|Macalister/1945|424||no|yes|cdisc
NEVRN|1|1|Nash-Williams/1950|197||no|yes|cdisc
NEVRN|1|1|RCHAMW/1925|263--64||yes|no|list
NEVRN|1|1|Rhys/1907|83--89||no|yes|sdisc
NEVRN|1|1|Rhys/1910|328||no|no|cdisc
NEVRN|1|1|Rhys/1913|376--380||no|yes|sdisc
NEVRN|1|1|Thomas/1994|63--64, 66||yes|no|cdisc
NEVRN|1|2|Anon/1922|500||yes|no|minor
NEVRN|1|2|Jackson/1953|174||no|no|
NEVRN|1|2|Macalister/1945|424||no|no|cdisc
NEVRN|1|2|Nash-Williams/1950|1977||no|yes|cdisc
NEVRN|1|2|RCHAMW/1925|263--64||yes|no|list
NEVRN|1|2|Rhys/1907|83--89||no|yes|sdisc
NEVRN|1|2|Rhys/1910|328||no|no|cdisc
NEVRN|1|2|Rhys/1913|376--80||no|yes|sdisc
NEVRN|1|2|Thomas/1994|63--64, 66||yes|no|cdisc
NEVRN|2|1|Anon/1922|499||no|no|minor
NEVRN|2|1|Huebner/1876|36||no|no|list
NEVRN|2|1|Macalister/1945|423--424||no|yes|cdisc
NEVRN|2|1|Nash-Williams/1950|197, Plate IV, Fig. 224||yes|no|cdisc
NEVRN|2|1|RCHAMW/1925|263||yes|no|list
NEVRN|2|1|Rhys/1873|6||no|no|cdisc
NEVRN|2|1|Rhys/1873a|387||no|no|minor
NEVRN|2|1|Rhys/1874|20||no|no|minor
NEVRN|2|1|Rhys/1905|72--73||no|no|cdisc
NEVRN|2|1|Rhys/1918|188||no|no|minor
NEVRN|2|1|RomillyAllen/1896|299||no|no|list
NEVRN|2|1|Westwood/1879|104||no|no|cdisc
NEVRN|2|1|Westwood/1884|51--52||no|yes|cdisc
NEVRN|2|2|Anon/1922|499||no|no|minor
NEVRN|2|2|Huebner/1876|36||no|yes|list
NEVRN|2|2|Macalister/1945|423--424||no|yes|cdisc
NEVRN|2|2|Nash-Williams/1950|197, Plate IV, Fig. 224||yes|yes|cdisc
NEVRN|2|2|RCHAMW/1925|263||yes|yes|other
NEVRN|2|2|Rhys/1873|6||no|no|cdisc
NEVRN|2|2|Rhys/1874|20||no|no|minor
NEVRN|2|2|Rhys/1905|72--73||no|no|cdisc
NEVRN|2|2|Rhys/1918|188||no|no|minor
NEVRN|2|2|RomillyAllen/1896|299||no|no|list
NEVRN|2|2|Westwood/1860|52||no|no|minor
NEVRN|2|2|Westwood/1879|103--104||no|yes|cdisc
NEVRN|2|2|Westwood/1884|50--51||no|yes|cdisc
NEVRN|3|1|Huebner/1876|36||no|yes|list
NEVRN|3|1|Macalister/1922|212||no|no|minor
NEVRN|3|1|Macalister/1949|172||no|yes|cdisc
NEVRN|3|1|Nash-Williams/1950|199, Plate XLI, Fig. 226||yes|yes|cdisc
NEVRN|3|1|Rhys/1873|6||no|no|minor
NEVRN|3|1|RomillyAllen/1896|303||no|no|list
NEVRN|3|1|Westwood/1860|48||no|yes|cdisc
NEVRN|3|1|Westwood/1879|100--101||no|yes|cdisc
NEVRN|3|2|Huebner/1876|36||no|yes|list
NEVRN|3|2|Macalister/1922|212||no|no|minor
NEVRN|3|2|Macalister/1949|172||no|yes|cdisc
NEVRN|3|2|Nash-Williams/1950|199, Plate XLI, Fig. 226||yes|yes|cdisc
NEVRN|3|2|Rhys/1873|6||no|no|cdisc
NEVRN|3|2|RomillyAllen/1896|303||no|no|list
NEVRN|3|2|Westwood/1860|48||no|yes|cdisc
NEVRN|3|2|Westwood/1879|100--101||no|yes|cdisc
NEWCA|1|1|Macalister/1928|310--311||no|yes|cdisc
NEWCA|1|1|Macalister/1949|164, pl. LV||no|yes|cdisc
NEWCA|1|1|Nash-Williams/1950|158--160,  pl. LXIII, fig. 172||yes|yes|cdisc
NEWCA|1|1|RCHAMW/1976|67, pl. 28, fig. 18||yes|yes|cdisc
NEWCA|1|1|Westwood/1879|51--52, pl. XXXI, figs 2--4||no|yes|cdisc
NEWCH|1|1|Huebner/1876|89|yes|no|yes|minor
NEWCH|1|1|Jackson/1953|191, 622, 670.|no|no|no|cdisc
NEWCH|1|1|Macalister/1945|356--357|yes|no|yes|cdisc
NEWCH|1|1|Nash-Williams/1950|118, Pl. XI|plate XI|yes|yes|cdisc
NEWCH|1|1|Rhys/1875|359|no|no|no|minor
NEWCH|1|1|Thomas/1994|106, 250|no|no|no|other
NEWCH|1|1|Westwood/1879|89, Plate XLIX, Fig. 1|plate XLIX fig 1|yes|yes|illus
NEWCH|2|1|Anon/1919|9|yes|yes||illus
NEWCH|2|1|Huebner/1876|30|yes|no||illus
NEWCH|2|1|Macalister/1945|356|   no|no||sdisc
NEWCH|2|1|Nash-Williams/1950|118|   plate XI, fig 128|yes||cdisc
NEWCH|2|1|Thomas/1994,|84, 241-242|Fig. 15.5|no||cdisc
NEWCH|2|1|Westwood/1879|88--89|   plate XLVI fig 1|no||sdisc
NEWLE|1|1|Macalister/1945|256||no|no|cdisc
NEWT|1|2|Forsyth/1996|437--442||yes|yes|sdisc
NOBBE|1|1|McManus/1991|76||no|no|cdisc
NOBBE|2|1|McManus/1991|76||no|no|cdisc
NOBBE|3|1|McManus/1991|76||no|no|cdisc
OGMOR|1|1|Anon/1933|375||no|no|minor
OGMOR|1|1|Editor/1931|177||no|no|other
OGMOR|1|1|Macalister/1949|162--163||no|yes|sdisc
OGMOR|1|1|Nash-Williams/1930|397, 399--402||yes|yes|cdisc
OGMOR|1|1|Nash-Williams/1950|160, Fig. 173, pl. 41||yes|yes|cdisc
OGMOR|1|1|Paterson/1931|176--177||no|no|other
OGMOR|1|1|Williams/1932|232--238||no|no|sdisc
OGMOR|1|2|Macalister/1949|162--163||no|yes|cdisc
OGMOR|1|2|Nash-Williams/1930|397--399||yes|yes|sdisc
OGMOR|1|2|Nash-Williams/1950|160, Fig. 173, pl. 41||yes|yes|cdisc
OGMOR|1|3|Macalister/1949|163||no|no|cdisc
OLDIS|1|1|Macalister/1945|290||no|yes|cdisc
OLDIS|1|1|Ziegler/1994|160||no|no|other
OUGHT|1|1|Sheehan/1982|40, n.73||no|no|minor
OUGHT|2|1|Sheehan/1982|40, n.73||no|no|minor
PAINT|1|1|Byrne/1973|137--138||no|no|cdisc
PAINT|1|1|Carney/1971|69, note 2||no|no|other
PAINT|1|1|Macalister/1945|45--46||yes|no|cdisc
PAINT|1|1|McManus/1991|53, 94||no|no|cdisc
PAINT|1|1|OCorrain/1971|98||no|no|other
PAINT|1|1|OCorrain/1985|62--63||no|no|other
PAINT|1|1|OCroinin/1995|53||no|no|other
PAINT|1|1|Ziegler/1994|144, 255||no|no|cdisc
PAINT|1|2|Macalister/1945|45---46||yes|no|cdisc
PALLY|1|1|Huebner/1876|33||no|no|list
PALLY|1|1|Macalister/1949|173||no|no|list
PALLY|1|1|Nash-Williams/1939|10||no|yes|cdisc
PALLY|1|1|Nash-Williams/1950|204||no|yes|cdisc
PALLY|1|1|RCHAMW/1925|293||no|no|list
PALLY|1|1|Rhys/1873|6||no|no|minor
PALLY|1|1|RomillyAllen/1896|304||no|no|list
PALLY|1|1|Westwood/1879|118--119||no|yes|cdisc
PARAR|1|1|Macalister/1945|237||no|no|cdisc
PARAR|1|1|Ziegler/1994|142--143||no|no|cdisc
PARAR|1|2|Macalister/1945|237--239||no|yes|cdisc
PARAR|2|1|Macalister/1945|237--239||no|yes|sdisc
PATRS|1|1|Hubner/1876|15||no|yes|list
PATRS|1|1|Macalister/1949|139, Plate LI||no|yes|cdisc
PATRS|1|1|Nash-Williams/1950|79||yes|yes|cdisc
PATRS|1|1|Rhys/1905|62--3||no|no|cdisc
PATRS|1|1|Westwood/1876|71||no|yes|cdisc
PBRYN|1|1|Huebner/1876|41||no|yes|list
PBRYN|1|1|Jackson/1953|645||no|no|other
PBRYN|1|1|Macalister/1945|338--339||no|yes|cdisc
PBRYN|1|1|Nash-Williams/1950|102, Plate IX, Fig. 100||yes|yes|cdisc
PBRYN|1|1|Rhys/1905|70--71||no|no|other
PBRYN|1|1|Westwood/1879|146||no|yes|cdisc
PERNP|1|1|Hencken/1932|224||no|no|cdisc
PERNP|1|1|Macalister/1949|182||no|no|list
PERNP|1|1|Okasha/1993|200||no|no|cdisc
PGWRA|1|1|Anstis/nd|39 (renumbered as 25)||no|yes|inc
PGWRA|1|1|Okasha/1993|201||no|yes|cdisc
PGWRA|1|1|Thomas/1994|289||no|no|minor
PHLLK|1|1|Jackson/1953|274, note 2, 646||no|no|minor
PHLLK|1|1|Macalister/1945|449--450||no|yes|cdisc
PHLLK|1|1|Okasha/1993|201--203, Fig. II.39||yes|no|sdisc
PHLLK|1|1|Thomas/1994|284--286, Fig. 17.6||no|yes|cdisc
PMCH1|1|1|Evans/1888|144f.||no|yes|other
PMCH1|1|1|Huebner/1876|48||no|yes|list
PMCH1|1|1|Macalister/1945|369--370||no|yes|cdisc
PMCH1|1|1|Nash-Williams/1950|92, Plate VIII, Fig. 81||yes|yes|cdisc
PMCH1|1|1|Rhys/1873|10||no|no|list
PMCH1|1|1|Rhys/1905|96||no|no|other
PMCH1|1|1|Rhys/1918|183--184||no|no|cdisc
PMCH1|1|1|Westwood/1863|255--257||no|yes|sdisc
PMCH1|1|1|Westwood/1879|175--176, Plate LXXIX||no|yes|cdisc
PMCH1|2|1|Huebner/1876|49||no|yes|list
PMCH1|2|1|Macalister/1945|371--372||no|yes|cdisc
PMCH1|2|1|Nash-Williams/1950|92, Plate IX||yes|no|cdisc
PMCH1|2|1|Rhys/1873|10||no|no|list
PMCH1|2|1|Westwood/1871|263||no|yes|cdisc
PMCH1|2|1|Westwood/1879|175, Plate LXXXII||no|yes|cdisc
PMCH1|3|1|Huebner/1876|48||no|yes|cdisc
PMCH1|3|1|Jackson/1953|502, 598, 624--625||no|no|other
PMCH1|3|1|Macalister/1945|370--371||no|yes|cdisc
PMCH1|3|1|Nash-Williams/1950|92--93, Plate IX, Fig. 83||yes|yes|cdisc
PMCH1|3|1|Rhys/1873|10||no|no|list
PMCH1|3|1|Rhys/1905|41--42||no|no|cdisc
PMCH1|3|1|Westwood/1871|257--258||no|yes|sdisc
PMCH1|3|1|Westwood/1879|176--177, Plate LXXXII||no|yes|cdisc
PMCH2|1|1|Anon/1915|442--443||no|no|other
PMCH2|1|1|Handley/2000|inc||no|no|cdisc
PMCH2|1|1|Knight/1995|1--10||no|yes|sdisc
PMCH2|1|1|Macalister/1945|371--372||no|yes|cdisc
PMCH2|1|1|Nash-Williams/1950|93, Plate VIII, Fig. 84||yes|yes|cdisc
PMRFA|1|1|Jackson/1953|648, 670||no|no|other
PMRFA|1|1|Macalister/1945|372--373||no|yes|cdisc
PMRFA|1|1|Nash-Williams/1950|93, Fig. 85||no|yes|cdisc
PMRFA|1|1|RCAHMW/1960|95||yes|no|sdisc
PMRFA|1|1|Rhys/1882|162--165||no|yes|sdisc
PMRFA|1|1|Rhys/1905|81--82||no|no|sdisc
PNZAN|1|1|Macalister/1949|181--182, Plate LXI (1052)||yes|yes|cdisc
PNZAN|1|1|Okasha/1993|196--198||no|no|cdisc
PNZAN|1|1|Thomas/Thorpe/1998|1--2||no|yes|cdisc
PNZAN|1|2|Macalister/1949|181--182||yes|yes|cdisc
PNZAN|1|2|Okasha/1993|197--198||yes|no|cdisc
PNZAN|1|2|Thomas/Thorpe/1998|3--6||no|yes|sdisc
PNZAN|1|3|Macalister/1949|181-182||yes|yes|read
PNZAN|1|3|Okasha/1993|197--198||yes|no|cdisc
PNZAN|1|3|Thomas/Thorpe/1998|3--6||no|yes|cdisc
POLCH|1|1|Forsyth/1996|448--454||yes|yes|sdisc
POMCK|1|1|Macalister/1945|20--21||no|yes|cdisc
PONTS|1|1|Lhwyd/1910|90||no|yes|illus
PONTS|1|1|Macalister/1945|322||no|no|cdisc
PONTS|1|1|Nash-Williams/1950|79||no|yes|cdisc
POOL|1|1|Forsyth/1996|459--466||yes|yes|sdisc
PRCMB|1|1|Okasha/1993|193--194||no|no|cdisc
PRHOS|1|1|Anon/1908|89|yes|yes||illus
PRHOS|1|1|Anon/1930|471--472|yes|no||illus
PRHOS|1|1|Brash/1871|266-270|no|no||other
PRHOS|1|1|Brash/1873|286--287|no|no||other
PRHOS|1|1|Huebner/1876|54|yes|no||illus
PRHOS|1|1|Hughes/1924|46--47|yes|no||illus
PRHOS|1|1|Jackson/1953|140, 172, 181-82, 566, 627|no|no||sdisc
PRHOS|1|1|Macalister/1945|313--314|yes|no||sdisc
PRHOS|1|1|Nash-Williams/1950|62, 67||yes||sdisc
PRHOS|1|1|RCAHMW/1937|cv, cix|yes|no||sdisc
PRHOS|1|1|Rhys/1873c|387|no|no||other
PRHOS|1|1|Westwood/1879|189--190|plate 85, figure 3|no||sdisc
PRIES|1|1|Macalister/1945|256||no|yes|cdisc
PRIES|1|1|Ziegler/1994|194, 213-214||no|no|other
PRKLA|1|1|Macalister/1945|217--218||no|yes|cdisc
PRKLA|1|1|O'Sullivan/Sheehan/1996|245||no|no|minor
PRTT1|1|1|Macalister/1945|383--384||no|yes|cdisc
PRTT1|1|1|Nash-Williams/1950|161, pl. XII, fig. 174||yes|yes|cdisc
PRTT1|1|1|Rhys/1899|145||no|no|cdisc
PRTT1|1|1|Rhys/1918|186||no|no|cdisc
PRTT1|1|1|Westwood/1876|38, pl. XXVI||no|yes|cdisc
PRTT1|1|1|Westwood/1879|38, pl. XXVI||no|yes|cdisc
PRTT1|1|2|Hubner/1876|27||no|yes|list
PRTT1|1|2|Huebner/1876|27||no|yes|list
PRTT1|1|2|Macalister/1923|289||no|no|other
PRTT1|1|2|Macalister/1945|384||no|yes|cdisc
PRTT1|1|2|Nash-Williams/1950|161, pl. XII, fig. 174||yes|yes|cdisc
PRTT1|1|2|RCHAMW/1976|37, pl. 1||yes|no|cdisc
PRTT1|1|2|Rhys/1873|10||no|no|list
PRTT1|1|2|Rhys/1899|145--146||no|no|cdisc
PRTT1|1|2|Rhys/1905|61--62||no|no|cdisc
PRTT1|1|2|Westwood/1876|38--39, pl. XXVI||no|yes|cdisc
PRTT1|1|2|Westwood/1879|38--39, pl. XXVI||no|yes|cdisc
PRTT2|1|1|Hubner/1876|27||no|yes|list
PRTT2|1|1|Macalister/1949|159, pl.  LVII||no|yes|cdisc
PRTT2|1|1|Nash-Williams/1950|161, pl. XXVI, fig. 175||yes|yes|cdisc
PRTT2|1|1|RCHAMW/1976|41, pl. 3||yes|no|cdisc
PRTT2|1|1|Rhys/1873|8||no|no|cdisc
PRTT2|1|1|Rhys/1899|145||no|no|cdisc
PRTT2|1|1|Westwood/1876|32, pl. XX, figs. 2, 3||no|yes|cdisc
PRTT3|1|1|Macalister/1949|152, pl. LII||no|yes|cdisc
PRTT3|1|1|Nash-Williams/1950|161--163, pl. XXIII, fig. 176||yes|yes|cdisc
PRTT3|1|1|RCHAMW/1976|42, pl. 5||yes|no|cdisc
PRTT3|1|1|Richards/1925|426--428||yes|no|cdisc
PRTT4|1|1|Hughes/1926|193--197||yes|yes|cdisc
PRTT4|1|1|Macalister/1949|151, pl. LII||no|yes|cdisc
PRTT4|1|1|Nash-Williams/1950|163, pl. LI||yes|no|cdisc
PRTT4|1|1|RCHAMW/1976|43, pl. 5||yes|no|cdisc
PRTYV|1|1|Cubbon/1971|11||no|yes|illus
PRTYV|1|1|Cubbon/1982|262--263||no|no|cdisc
PRTYV|1|1|Jackson/1953|189|no|no|no|minor
PRTYV|1|1|Kermode/1897|48--51||yes|no|sdisc
PRTYV|1|1|Kermode/1907|121--123||no|yes|sdisc
PRTYV|1|1|Macalister/1949|190, Plate LXIII|yes|no|yes|cdisc
PRTYV|1|1|Radford/1967|125|inc|inc|inc|minor
PRTYV|1|1|Rhys/1897|52--53||no|no|cdisc
PUNCH|1|1|Macalister/1945|425||no|no|cdisc
PUNCH|1|1|Nash-Williams/1950|205, Fig. 230||no|yes|cdisc
PUNCH|1|1|RCHAMW/1925|299||no|yes|cdisc
PYFAI|1|1|Lewis/1970|71||yes|yes|cdisc
PYFAI|1|1|RCAHMW/1976|55||yes|no|cdisc
RACOB|1|1|Macalister/1945|69--70||no|yes|cdisc
RACOB|1|1|Ziegler/1994|197||no|no|other
RAMSY|1|1|Okasha/1970|68--70||yes|no|sdisc
RAMSY|1|1|Redknap/1991|36||yes|no|illus
RANTA|1|1|Macalister/1945|299--300||no|yes|cdisc
RATAS|1|1|Fanning/1977|14-16||yes|no|sdisc
RATAS|1|1|McManus/1991|71||no|no|sdisc
RATAS|1|1|OCorrain/1977|17--18||no|no|sdisc
RATHD|1|1|Macalister/1949|86, Plate VII||no|yes|cdisc
RATHK|1|1|OSullivan/Sheehan/1996|360||no|no|cdisc
RBANE|1|1|Macalister/1949|121||no|no|list
RCMMN|1|1|Macalister/1949|15||no|yes|minor
RCMMN|1|1|Petrie/1878|11, Fig. 12||no|yes|cdisc
RCROG|2|1|Gippert/Web|Ogham 13||yes|no|minor
RCROG|2|1|Macalister/1945|17||no||cdisc
RDRTH|1|1|Okasha/1993|218--219||no|yes|cdisc
RDRTH|1|1|Thomas/1985|173--174||no|yes|sdisc
RDRTH|1|1|Thomas/1994|284--85, Fig. 17.7||no|yes|cdisc
REASK|1|1|Fanning/1981|139--141, Plate IX, Fig. 29||yes|yes|cdisc
REASK|1|1|Macalister/1949|97, Plate XLI||no|yes|cdisc
REASK|2|1|Fanning/1981|142--143||no|yes|cdisc
REASK|2|1|Macalister/1949|97, Plate XLI||no|yes|cdisc
REASK|2|2|Fanning/1981|142--143||no|yes|cdisc
REASK|2|2|Macalister/1949|97, Plate XLI||no|yes|cdisc
REDGT|1|1|Huebner/1876|8||no|yes|cdisc
REDGT|1|1|Langdon/1896|378 and Fig.||no|yes|cdisc
REDGT|1|1|Macalister/1949|184, pl. LXI, no. 1055||no|yes|cdisc
REDGT|1|1|Okasha/1993|214--215, Fig. II.43||yes|no|cdisc
REDGT|1|1|Thomas/1994|299||no|no|minor
RFILD|1|1|Macalister/1945|240||no|yes|cdisc
RFILD|1|1|Ziegler/1994|151--152, 221||no|no|cdisc
RFILD|2|1|Macalister/1945|244||no|yes|cdisc
RFILD|2|1|Ziegler/1994|151--152||no|no|other
RFILD|3|1|Macalister/1945|240--241||no|no|cdisc
RFILD|4|1|Macalister/1945|241||no|no|cdisc
RFILD|4|1|Ziegler/1994|138, 154--155||no|no|other
RFILD|5|1|Macalister/1945|241||no|no|minor
RFILD|6|1|Macalister/1945|241||no|no|minor
RGLAS|1|1|Macalister/1945|19||yes|no|cdisc
RHDDL|1|1|Brash/1869|160--161||no|no|cdisc
RHDDL|1|1|Huebner/1876|40--41||no|yes|list
RHDDL|1|1|Jackson/1953|187||no|no|other
RHDDL|1|1|Macalister/1945|338--339||no|yes|cdisc
RHDDL|1|1|Nash-Williams/1950|102, Plate 1,  Fig. 101||yes|yes|cdisc
RHDDL|1|1|Rhys/1873|4||no|no|other
RHDDL|1|1|Westwood/1879|136--137||no|yes|cdisc
RHDDL|1|2|Brash/1869|160--161||no|no|cdisc
RHDDL|1|2|Huebner/1876|40--41||no|yes|list
RHDDL|1|2|Jackson/1953|645||no|no|other
RHDDL|1|2|Macalister/1945|338--339||no|yes|cdisc
RHDDL|1|2|Nash-Williams/1950|102, Plate 1, Fig. 101||yes|yes|cdisc
RHDDL|1|2|Westwood/1879|136--137||no|yes|cdisc
RIALT|1|1|Huebner/1876|5||no|yes|cdisc
RIALT|1|1|Macalister/1945|455||no|yes|cdisc
RIALT|1|1|Okasha/1993|221--223||yes|no|cdisc
RIALT|1|1|Thomas/1994|268--270||no|yes|sdisc
ROSCR|1|1|Macalister/1949|103, Plate IX||no|yes|cdisc
ROSCR|1|1|Petrie/1878|39, Plate XXV||no|yes|cdisc
ROSCR|2|1|Macalister/1949|103||no|yes|cdisc
ROSCR|2|1|Petrie/1878|39--40, Plate XXV||no|yes|cdisc
ROSSH|1|1|Higgins/1987|381||no|yes|cdisc
ROSSH|1|1|Macalister/1945|8||no|no|cdisc
ROVMO|1|1|Macalister/1945|122--123||no|yes|cdisc
ROVMO|1|1|Ziegler/1994|122, 127-128||no|no|cdisc
ROVMO|2|1|Macalister/1945|123||no|yes|cdisc
ROVMO|2|1|Ziegler/1994|179-180, 241||no|no|cdisc
ROVMO|3|1|Macalister/1945|123--124||no|yes|cdisc
ROVMO|3|1|Ziegler/1994|233, 236, 242||no|no|cdisc
RSOLV|1|1|Anon/1933|375||no|no|cdisc
